PaymentType,Product,hard drive,PostalCode,system,Department,Address,Quantity,State,feed,Date,sensor,City,capacitor,capacitor,transmitter,CustomerName,Total,Gender,transmitter,array,Time,Store,InvoiceId,ProductPrice
"Visa","Small Steel Chair",6512032,60351,4.54,"Baby, Industrial & Toys","794 Demarcus Circle",9,"GA","hacking","4-9-2021",3173477,"Rebecafurt",6632684,91736,"connect","Dr. Elmo Torp",787.59,"Female","PNG",false,"15:44:7","Parisian, Wolff and Gorczany",148656,87.51
"AMEX","Sleek Wooden Computer",4557233,62425,"copying","Industrial","932 Leffler Parks",4,"MA",98.39,"9-21-2021","neural","Jenkinsshire",84.63,47.96,"bandwidth","Buck Hegmann",189.52,"Female","array",637517,"4:44:40","Kshlerin DDS",158875,47.38
"AMEX","Practical Concrete Chair","navigating",56616,8468589,"Movies, Grocery & Shoes","157 Hegmann Crescent",6,"SC",58.93,"7-29-2021","driver","New Erlington",false,true,false,"Mekhi Howe V",554.46,"Male",true,false,"16:3:41","Auer V",699133,92.41
"Cash","Rustic Rubber Shirt",true,76200,69.58,"Movies & Clothing","67839 Sophia Square",6,"MD",false,"6-4-2021",65.33,"West Filomena",15.91,78.45,false,"Bonnie Koepp MD",318.96,"Male",false,90.68,"5:31:6","Kshlerin DDS",856836,53.16
"Cash","Gorgeous Wooden Shirt",true,22949,67.15,"Games, Industrial & Shoes","142 Trevion Throughway",4,"IL",2.91,"1-6-2021",53.35,"Huelsstad",15.34,75.55,"override","Emerson Lynch",233.00,"Female","primary","navigating","10:0:10","Considine PhD",464592,58.25
"AMEX","Awesome Steel Gloves",true,92942,"connecting","Clothing","4984 Kiarra Creek",10,"MO",9370774,"8-29-2021",23.05,"North Freddyborough","hack","bus",72.49,"Fannie Mueller",669.20,"Male",35.10,"overriding","16:18:51","McClure, Block and Franecki",947975,66.92
"Visa","Fantastic Rubber Hat",7.79,60045,8235002,"Automotive & Music","24525 Lockman Knoll",1,"OK","solid state","8-19-2021","synthesizing","Lake Websterstad","solid state","override",3144895,"Tyrel Cole",94.50,"Male",654547,"firewall","7:15:34","Considine PhD",544571,94.50
"Cash","Ergonomic Cotton Shirt",1154737,22577,"indexing","Baby & Sports","125 Mueller Bridge",4,"SD",false,"10-7-2021",6874626,"South Jordontown",5461996,2786540,"backing up","Johnnie Heathcote",9.32,"Male","copying",1.37,"20:10:41","Considine PhD",655830,2.33
"Cash","Intelligent Cotton Chair","auxiliary",78737,74.74,"Baby","910 Jaylan Vista",7,"AK","program","4-29-2021","generating","South Alexandro",96.84,86.17,49.04,"Ms. Mona Predovic",311.29,"Female",46.36,32.51,"22:16:9","Larkin-McClure",888382,44.47
"EWallet","Practical Plastic Car",58.24,79247,47.86,"Clothing & Grocery","18485 Bradtke Underpass",3,"LA",70.94,"9-29-2021",true,"New Alexanne","JBOD","bluetooth","RSS","Jordan MacGyver",9.99,"Female","generating","mobile","6:23:0","Armstrong, Strosin and Altenwerth",655573,3.33
"Cash","Practical Cotton Shirt",45.46,93868,5.27,"Automotive","6609 Dejon Burgs",2,"OH",77.87,"9-28-2021",false,"Ollieport",8549794,150066,"multi-byte","Jaydon Schiller",187.36,"Female","solid state",13.22,"14:11:24","Lakin, O'Connell and Monahan",412520,93.68
"Visa","Rustic Plastic Shirt","back-end",71166,false,"Garden, Kids & Industrial","5291 Roel Mews",5,"NY","system","10-21-2021",false,"Hintzshire",8068439,5099339,7954489,"Ryley Sanford",312.50,"Male",2226964,7618805,"2:39:41","Kuphal, Spencer and Blanda",630273,62.50
"AMEX","Ergonomic Wooden Computer",7873206,19673,3898030,"Garden & Movies","975 Estel Meadow",3,"AL","quantifying","12-30-2020",18.61,"East Tamaratown",true,false,"neural","Karen Leffler",40.53,"Male","interface","1080p","6:21:21","Armstrong, Strosin and Altenwerth",643210,13.51
"EWallet","Ergonomic Concrete Shirt","interface",46118,"matrix","Health, Garden & Games","500 Marguerite Oval",5,"CT",528964,"8-15-2021","overriding","Nannieview",false,false,5146793,"Burdette Sawayn",396.30,"Male",6205002,true,"15:29:41","Lakin, O'Connell and Monahan",345594,79.26
"MasterCard","Rustic Steel Hat",true,59167,false,"Computers, Books & Toys","244 Roberto Creek",9,"NJ",49.09,"10-21-2021",true,"North Elias",true,true,false,"Dr. Sydni Runolfsdottir",208.17,"Female",true,false,"14:49:55","Lakin, O'Connell and Monahan",109025,23.13
"AMEX","Sleek Granite Gloves",59.56,94340,false,"Automotive, Books & Kids","80222 Hane Street",10,"MT",false,"9-3-2021",9.46,"East Lafayette","neural","generate",true,"Nina Cremin",206.70,"Male",false,7520509,"16:11:3","Auer V",372434,20.67
"Visa","Awesome Wooden Chair","SDD",13531,"SQL","Sports","483 Little Walks",5,"UT",false,"10-3-2021",5890190,"North Garrick","bandwidth","feed",55.22,"Ollie Towne",260.40,"Male",79.05,4239647,"10:19:47","Kuphal, Spencer and Blanda",765183,52.08
"Visa","Gorgeous Granite Hat",71840,20151,6255958,"Toys, Beauty & Automotive","6548 Emelie Estates",3,"AZ",false,"9-5-2021","THX","East Wallace","IB","bus",52.29,"Rebekah Rogahn",13.29,"Female",76.12,3490024,"14:30:48","Armstrong, Strosin and Altenwerth",487167,4.43
"EWallet","Small Rubber Shirt",90.69,90241,false,"Garden","5782 Donnell Summit",5,"NC",77.30,"10-18-2021",false,"Susanaside",99.40,50.64,39.90,"Filiberto Rau",5.50,"Female",75.47,false,"8:34:47","Armstrong, Strosin and Altenwerth",320831,1.10
"Visa","Gorgeous Cotton Chair",false,66326,false,"Movies & Toys","892 Hermann Curve",2,"MN",true,"10-3-2021",64.22,"North Kearaland",88.07,86.69,true,"Ally Purdy",88.58,"Female",true,3506143,"11:23:29","Kshlerin DDS",970274,44.29
"EWallet","Sleek Granite Shoes",15.25,10991,false,"Toys & Home","4016 Evans Island",5,"RI",98.64,"5-4-2021","navigate","West Gina","RSS","optical",37.09,"Luisa Reilly",456.60,"Female",73.01,2916683,"3:4:51","Parisian, Wolff and Gorczany",617753,91.32
"AMEX","Gorgeous Rubber Gloves","PCI",71698,"SCSI","Baby & Health","6430 Alexis Lodge",6,"CO",51.75,"7-11-2021",63.43,"West Bartonstad",false,true,false,"Cordell VonRueden",583.74,"Male",false,82.22,"20:36:55","Parisian, Wolff and Gorczany",987558,97.29
"Visa","Sleek Rubber Car","AGP",84230,true,"Books, Industrial & Automotive","474 Tamia Landing",2,"FL",false,"9-18-2021",true,"Mitchellside",8397211,1287293,76.04,"Krystel Treutel",115.08,"Female",99.13,"reboot","10:55:39","Larkin-McClure",973237,57.54
"MasterCard","Sleek Cotton Chair",true,31287,2401031,"Garden & Automotive","4857 Manley Mountain",3,"TX",3993835,"7-4-2021","PNG","Maryhaven",30.95,93.32,8434273,"Adeline McKenzie",125.40,"Female",3740042,5608700,"17:7:25","McClure, Block and Franecki",198756,41.80
"AMEX","Fantastic Plastic Car","bandwidth",75299,true,"Shoes, Sports & Computers","4615 Creola Drive",3,"DE","navigating","7-25-2021","optical","Alexzandermouth","firewall","synthesizing",true,"Elna Crona",237.78,"Female",true,true,"7:0:48","Considine PhD",376338,79.26
"MasterCard","Sleek Plastic Shoes","JSON",51195,68.35,"Beauty","81915 Trantow Spur",7,"AZ",91.81,"10-4-2021","synthesizing","Lake Antwanborough",9337218,2240299,true,"Mrs. Montana Ledner",203.14,"Female",true,true,"1:46:8","Armstrong, Strosin and Altenwerth",562350,29.02
"AMEX","Awesome Wooden Computer",true,54247,true,"Baby & Toys","36540 Senger Throughway",10,"HI",true,"10-6-2021",true,"Lake Ethanmouth",false,true,false,"Gerry Lynch",968.30,"Female",false,true,"10:55:40","McClure, Block and Franecki",982882,96.83
"MasterCard","Intelligent Steel Shoes",66.13,86198,2.47,"Movies, Home & Books","64019 Parisian Bridge",9,"PA",6462864,"4-1-2021",85.64,"Beattyville",48.38,38.55,false,"Mara Nikolaus DDS",591.30,"Male",true,"transmit","5:29:53","Auer V",698591,65.70
"EWallet","Sleek Granite Pants","connecting",52215,72.65,"Automotive","95040 Giuseppe River",6,"TN",1604348,"10-12-2021","panel","New Naomiport",false,false,5163044,"Idell Jones",123.30,"Male",6779088,"transmit","21:5:50","Lakin, O'Connell and Monahan",209397,20.55
"Visa","Sleek Wooden Shoes",12.80,69920,"override","Industrial, Home & Music","524 Adolph Rest",9,"MS",1123743,"9-9-2021","SDD","Lake Martin","SMS","USB","neural","Makayla Mohr",658.26,"Female","circuit",23.29,"10:31:47","Considine PhD",834929,73.14
"EWallet","Incredible Rubber Chair",false,88133,false,"Electronics","17136 Hardy Oval",5,"HI",79.08,"9-9-2021",false,"New Zettafurt",false,true,17.51,"Dustin Bradtke DVM",325.65,"Male",77.52,false,"10:35:34","Considine PhD",421544,65.13
"EWallet","Rustic Wooden Car",2081869,28200,400097,"Shoes & Movies","88388 Nola Cliff",1,"VA",191442,"10-21-2021",6507089,"North Otiliaport",88.48,52.01,347902,"Mrs. Manuel Leffler",5.99,"Female",2925128,"synthesize","16:41:38","Kuphal, Spencer and Blanda",744148,5.99
"AMEX","Small Cotton Car",26.00,74959,"online","Books","66492 Hoppe Island",7,"OK","SMTP","6-1-2021",1566619,"North Destany","bandwidth","SCSI",48.78,"Joelle Fadel",502.53,"Male",84.55,"online","17:58:44","Larkin-McClure",883168,71.79
"Visa","Small Concrete Car",4010879,36299,19.85,"Computers & Music","7607 Dasia Crossroad",6,"WY",5945186,"8-22-2021","hard drive","South Bertrand",42.21,29.13,"cross-platform","Bridgette Schmitt",116.34,"Female","cross-platform",77.53,"18:6:8","Kuphal, Spencer and Blanda",834104,19.39
"Visa","Sleek Wooden Table",91.02,39691,7883527,"Grocery & Electronics","7780 Nienow Causeway",1,"NE",false,"8-7-2021",75.95,"North Haydenborough",39.18,89.42,52.40,"Stevie Mann",14.29,"Male",15.13,false,"18:28:21","Parisian, Wolff and Gorczany",464171,14.29
"EWallet","Incredible Cotton Table",27.17,25838,"programming","Kids","7514 Spinka Brooks",4,"NJ",86.78,"9-1-2021",37.17,"Lake Talia",99.92,62.47,"copy","Mrs. Reyna Fisher",200.16,"Male","programming",590831,"15:54:38","Parisian, Wolff and Gorczany",222464,50.04
"EWallet","Rustic Plastic Pants",true,33998,"microchip","Grocery & Beauty","205 Cormier Port",6,"NE","RAM","4-21-2021",2662313,"Reichelbury",7881934,8725876,6545823,"Ms. Alysa Hartmann",95.52,"Male",8067282,"feed","11:16:21","McClure, Block and Franecki",758639,15.92
"EWallet","Small Granite Car",2598281,91310,7219497,"Games, Movies & Grocery","5540 Adelia Plain",5,"DE",7523144,"9-3-2021","hacking","Damarisville",30.81,93.76,1943624,"Alford Funk",97.75,"Female",5479031,"SMS","10:1:34","Considine PhD",469263,19.55
"Visa","Small Wooden Computer","XSS",77846,true,"Toys, Computers & Baby","701 Foster Springs",7,"NH",51.62,"8-25-2021",14.36,"Rupertside",74.51,36.44,86.92,"Christy Greenholt",135.38,"Male",50.44,7893363,"0:40:46","Wiegand-Tillman",461641,19.34
"Cash","Incredible Wooden Chair",72.32,88710,4764866,"Books, Jewelery & Health","691 Jordyn Drive",7,"SD",true,"10-14-2021",17.79,"Aylinchester","copying","hard drive","haptic","Ms. Elisha Price",559.09,"Female","CSS","parse","19:53:51","McClure, Block and Franecki",736528,79.87
"EWallet","Intelligent Steel Gloves",52.36,70347,false,"Games, Garden & Grocery","876 Carter Grove",1,"OR",1433218,"5-26-2021",24.87,"Lake Artburgh",61.05,51.29,true,"Amparo Maggio",80.18,"Female",true,false,"8:6:8","Considine PhD",134270,80.18
"EWallet","Ergonomic Cotton Table","firewall",90589,"card","Jewelery","8525 Stehr Harbors",3,"UT",7745816,"8-29-2021",true,"North Dewayneside",9345740,6260079,"redundant","Keshaun Stark",78.21,"Female","transmitting",58.00,"20:39:16","Kshlerin DDS",513052,26.07
"AMEX","Fantastic Cotton Pants",4814661,58123,7915324,"Electronics & Baby","30236 Mayer Dale",2,"MT",6294079,"5-21-2021","CSS","Pedrobury",19.35,81.29,3872263,"Corene Rippin",198.08,"Female",4083213,"quantify","11:27:48","Kshlerin DDS",766613,99.04
"AMEX","Fantastic Concrete Table",7.63,24262,"SDD","Shoes, Movies & Kids","110 Larson Manors",8,"KS",5311194,"6-15-2021",false,"Lake Jalen","backing up","monitor",true,"Boris Lesch",644.48,"Male",true,false,"3:26:34","Kshlerin DDS",322649,80.56
"Cash","Rustic Concrete Pants",true,50518,6615565,"Home, Outdoors & Kids","33813 Nikolaus River",4,"KS",false,"6-4-2021",53.75,"Port Layne","SCSI","monitor",6825490,"Santa Johnston",376.52,"Male",5076779,51.85,"9:12:39","Armstrong, Strosin and Altenwerth",907718,94.13
"Cash","Ergonomic Rubber Gloves",28.26,85790,true,"Beauty","489 Amelia Neck",2,"NJ",6752969,"8-20-2021",true,"Lake Antonetteview",false,false,true,"Lupe Koelpin Jr.",44.28,"Female",false,75.41,"21:39:15","Wiegand-Tillman",413101,22.14
"Cash","Small Wooden Computer",3204892,45933,true,"Computers & Garden","3699 Brandyn Forest",8,"AR",4886173,"9-4-2021",5857192,"East Shea",6211551,209365,2825488,"Joshua Fisher II",532.80,"Female",8830254,"online","2:8:39","Kuphal, Spencer and Blanda",991770,66.60
"Visa","Fantastic Granite Pants",98.46,45832,1786246,"Electronics, Health & Clothing","880 Waldo Court",8,"ME",1797941,"3-24-2021","pixel","Port Andreanne",9387948,6786317,3604741,"Dr. Jessyca Sanford",480.16,"Female",6773878,"SCSI","21:46:57","Considine PhD",623594,60.02
"EWallet","Rustic Granite Pants",false,12595,9070336,"Computers, Toys & Beauty","4022 Windler Highway",4,"KS",54.19,"9-25-2021",false,"New Matilda",5470301,3735152,3254310,"Ms. Monroe Balistreri",342.16,"Male",2671235,2533552,"0:30:30","Wiegand-Tillman",672050,85.54
"MasterCard","Ergonomic Wooden Table",95.48,44637,true,"Beauty & Books","443 Dorcas Circle",8,"OH",true,"10-21-2021",6943918,"West Valentinatown",6141499,4575161,true,"Destiny Kozey",517.84,"Female",true,66.84,"18:23:34","Wiegand-Tillman",583238,64.73
"Visa","Ergonomic Granite Gloves",true,20471,42.31,"Health, Music & Sports","2049 Perry Forest",9,"ME",false,"9-24-2021",41.21,"West Cara",1.66,51.69,false,"Nels Price",779.13,"Female",true,5879785,"17:5:30","Kuphal, Spencer and Blanda",325126,86.57
"MasterCard","Sleek Plastic Shoes",false,97795,49.32,"Kids & Baby","86924 Howell Pass",4,"OH",true,"10-19-2021","reboot","East May","quantifying","transmit","synthesize","Graciela Gutmann Jr.",234.92,"Male","online","hacking","14:42:10","Auer V",426225,58.73
"MasterCard","Sleek Cotton Shirt",29.87,55370,4597134,"Automotive","522 Herzog Roads",9,"IA",true,"10-6-2021","auxiliary","Klington","quantify","backing up",55.21,"Maribel Lueilwitz",85.95,"Female",88.41,8164982,"7:23:38","Kshlerin DDS",501986,9.55
"EWallet","Practical Granite Pants",3.77,32467,3586619,"Beauty","3176 Miller Mountains",4,"CA",89.98,"10-4-2021",true,"North Mariahaven",4497912,8135335,"PCI","Arjun Erdman DDS",83.48,"Female","RSS",7155001,"7:46:58","Wiegand-Tillman",166544,20.87
"EWallet","Incredible Granite Hat","navigating",16792,5121171,"Music","5289 Auer Fort",2,"MT",86.66,"10-22-2021",true,"Rippinberg",false,true,49.27,"Elliott Willms",76.60,"Female",84.83,false,"15:47:3","Kuphal, Spencer and Blanda",376467,38.30
"Visa","Fantastic Plastic Car",true,14304,false,"Sports","5767 Irwin Flats",5,"MA",false,"10-2-2021",false,"Kuphalbury",36.25,86.69,true,"Casey Rippin",71.40,"Male",true,"optical","14:36:26","Kshlerin DDS",867279,14.28
"Cash","Practical Granite Car","card",36011,"JBOD","Beauty, Grocery & Baby","5916 Sydni Crest",7,"WY","redundant","4-18-2021","RSS","Port Garnettberg",false,false,false,"Mrs. Victor Hackett",459.13,"Male",false,32.85,"23:38:59","Larkin-McClure",629937,65.59
"Cash","Fantastic Concrete Computer","quantify",27293,7070473,"Books & Clothing","74149 Monica Stream",10,"CT","bandwidth","1-29-2021",3548658,"Legrosfort","feed","USB",53.55,"Aurelio Mante",887.00,"Male",89.33,"back-end","5:38:52","Kshlerin DDS",495652,88.70
"Cash","Small Plastic Computer",88.88,38586,"quantifying","Kids","490 Maybelle Cove",4,"MD",true,"10-17-2021","CSS","New Aliciaborough",4315055,5702643,"primary","Dr. Jamar Lubowitz",188.08,"Male","XML",true,"19:32:25","Auer V",864631,47.02
"Visa","Ergonomic Concrete Shirt",62.47,26420,"connecting","Home","16367 Mariano Estates",7,"VT",true,"3-3-2021",3389199,"Lake Drake",false,false,true,"Mckenna Tillman III",153.51,"Female",false,false,"5:39:19","Armstrong, Strosin and Altenwerth",305237,21.93
"AMEX","Awesome Plastic Pants",86.85,86951,49.21,"Grocery, Computers & Industrial","7672 Mina Divide",3,"OH",72.66,"8-29-2021",false,"Olliefurt","parse","bypass",8945211,"Leola Treutel",153.48,"Male",115087,false,"13:11:47","Lakin, O'Connell and Monahan",576384,51.16
"EWallet","Awesome Rubber Pants","parsing",42953,"driver","Sports","63391 Abshire Mills",6,"AL","FTP","10-19-2021","generate","Shanieborough",true,true,false,"Rodger Corkery",303.66,"Male",true,"transmit","6:22:19","Armstrong, Strosin and Altenwerth",200362,50.61
"MasterCard","Intelligent Concrete Gloves","SCSI",63209,1017022,"Grocery","75849 Frami Extensions",2,"IN","wireless","9-24-2021",2785428,"Kihnstad","open-source","feed",true,"Jamil Barrows",82.20,"Female",false,"feed","8:38:58","Kuphal, Spencer and Blanda",233208,41.10
"AMEX","Sleek Rubber Hat",false,29307,"PNG","Jewelery, Outdoors & Movies","483 Lauriane Shoal",8,"MA","parse","9-22-2021","solid state","Marjoryview","online","compressing",6627097,"Grant Zieme",633.20,"Female",3022201,true,"7:7:28","Armstrong, Strosin and Altenwerth",120827,79.15
"AMEX","Awesome Cotton Gloves",false,30686,"open-source","Home & Shoes","5974 Schoen Plaza",2,"SC",2727455,"10-2-2021",true,"Hoegerstad",76.32,38.50,"PNG","Katrine Hyatt DVM",91.84,"Male","calculate",false,"8:50:57","Kuphal, Spencer and Blanda",325733,45.92
"MasterCard","Sleek Concrete Table",false,60116,false,"Games & Sports","74758 Schroeder Flats",6,"SD",50.83,"7-12-2021",true,"Howellborough",true,true,26.03,"Kennedy Runolfsson II",238.32,"Female",49.47,"digital","21:43:39","Lakin, O'Connell and Monahan",945914,39.72
"Visa","Sleek Wooden Car",24.92,82034,87.90,"Computers, Books & Movies","19603 Sage Station",9,"MT",20.73,"9-17-2021",false,"New Miraclehaven",false,true,true,"Amanda Quitzon I",50.04,"Male",false,"driver","16:24:31","Lakin, O'Connell and Monahan",112112,5.56
"Visa","Sleek Cotton Hat",22.42,65018,4802558,"Home & Kids","880 Windler Parkway",7,"MO","bluetooth","7-30-2021",71.10,"Thomasfurt",40841,6925042,3072722,"Lillie Schneider",276.85,"Male",8304541,"RSS","13:6:37","McClure, Block and Franecki",196773,39.55
"Cash","Rustic Concrete Hat","mobile",71605,5927154,"Shoes","4176 Demarcus Harbor",6,"MD",1934874,"8-23-2021","firewall","South Cecil",4279697,9330659,5117306,"Sonny Emmerich",84.24,"Female",9291102,true,"18:1:3","McClure, Block and Franecki",841026,14.04
"EWallet","Incredible Granite Pants",true,65268,9291605,"Health & Sports","821 Clotilde Pine",3,"AZ",5.51,"10-20-2021",true,"East Cassidyton","transmitting","generating","card","Jaden Wilkinson",86.61,"Male","COM","program","11:17:12","Wiegand-Tillman",356743,28.87
"EWallet","Incredible Concrete Pants",92.52,22927,false,"Automotive & Sports","74381 Camryn Brook",7,"MO",12.47,"10-14-2021",72.26,"North Mandy",true,false,false,"Andres Kreiger MD",191.59,"Female",false,10.22,"10:22:46","Considine PhD",805980,27.37
"AMEX","Small Granite Computer",23.71,50463,"compress","Baby","68686 Felix Fork",5,"UT",9.91,"6-20-2021",true,"West Floridafurt",35.13,94.95,3365577,"Zoey Doyle V",101.70,"Female",3355901,true,"15:54:36","Kshlerin DDS",243508,20.34
"Visa","Sleek Steel Shirt",2326524,89689,true,"Baby","9640 Doyle Ranch",2,"ID",5296086,"10-17-2021","synthesizing","Lake Valentin",false,false,6812590,"Torrance Harris Sr.",85.46,"Male",6632404,"online","13:34:8","Parisian, Wolff and Gorczany",774800,42.73
"AMEX","Intelligent Cotton Hat",true,71115,2961867,"Movies & Health","56023 Parisian Shore",9,"WA",86.73,"2-24-2021",false,"Kulasmouth",7979560,2460208,true,"Jerry Witting",270.54,"Male",true,true,"6:50:51","McClure, Block and Franecki",805070,30.06
"EWallet","Gorgeous Wooden Chair",true,91256,"1080p","Grocery","577 Triston Neck",9,"OR","connecting","10-12-2021",83.69,"Hassanbury",46.24,5.89,true,"Dr. Dariana Sporer",400.41,"Male",true,true,"5:29:3","Wiegand-Tillman",252742,44.49
"Visa","Fantastic Granite Shoes",7.26,17919,true,"Toys","6330 Matilde Shoals",7,"MO",true,"10-8-2021",82.48,"South Ruth","EXE","haptic",false,"Itzel Kovacek",344.82,"Male",true,true,"4:43:3","Considine PhD",507579,49.26
"Cash","Practical Plastic Chair",8364539,80783,9073128,"Movies & Automotive","85873 Ida Freeway",1,"RI",true,"9-12-2021",6331133,"Zboncakton",8743437,7867378,"quantify","Terence Berge MD",5.32,"Female","synthesizing",false,"21:26:41","Auer V",141677,5.32
