State,Department,Date,Total,PaymentType,Address,Product,bus,firewall,Store,ProductPrice,Time,program,InvoiceId,capacitor,pixel,microchip,system,interface,monitor,Quantity,CustomerName,City,protocol,Gender,PostalCode
"MA","Sports","8-13-2021",139.23,"Cash","4470 Veum Green","Small Steel Pants",7159703,"synthesize","McClure, Block and Franecki",19.89,"20:52:29",false,466363,"online",89.08,"bandwidth",true,8625511,1101092,7,"Doyle Russel","New Kevin",6765301,"Female",77506
"WY","Industrial, Kids & Jewelery","5-15-2021",89.76,"MasterCard","1276 Ozella Forks","Intelligent Concrete Chair","solid state",30.99,"Armstrong, Strosin and Altenwerth",14.96,"14:33:53",false,201569,true,429227,"hacking",943828,54.46,"open-source",6,"Osbaldo Gorczany","Trevermouth",3482755,"Female",43075
"UT","Grocery","4-1-2021",193.00,"MasterCard","68223 Roob Union","Awesome Cotton Shirt",4840642,true,"Wiegand-Tillman",96.50,"11:0:31",39.20,661599,75.38,false,34.81,true,94.19,17.45,2,"Louvenia Rippin","Petraberg",false,"Female",21860
"IN","Sports & Clothing","7-21-2021",79.38,"Cash","6081 Jamil Ways","Fantastic Wooden Computer",4099508,82.31,"Kshlerin DDS",13.23,"13:39:4",1171676,489529,true,37.80,true,9424871,0.84,"firewall",6,"Darlene Kuvalis","East Luisamouth",6.39,"Female",15531
"NH","Tools","6-3-2021",11.03,"Visa","55139 Nolan Skyway","Practical Plastic Shirt",38.79,1627434,"Auer V",11.03,"17:15:28",false,852227,2604204,361665,"optical","bandwidth",57.46,1126630,1,"Jolie Bayer","O'Keefeside",false,"Female",14241
"MN","Garden","9-10-2021",103.20,"Cash","596 Armando Knoll","Awesome Steel Gloves",456935,true,"Kshlerin DDS",10.32,"7:16:48",40.93,581878,3309300,"circuit",96.41,true,4363390,52.70,10,"Nadia Olson","Harveyside",true,"Male",86745
"VT","Music & Electronics","9-24-2021",623.25,"Cash","6206 Steuber Crescent","Rustic Plastic Table",61.85,true,"Lakin, O'Connell and Monahan",69.25,"4:36:18",94.25,576279,17.33,52.89,9199172,"hack",8645612,2058940,9,"Davion Beier","Port Torey",true,"Female",96084
"VT","Automotive, Kids & Tools","8-20-2021",47.70,"Visa","117 Onie Brooks","Fantastic Steel Computer",195643,5589248,"Larkin-McClure",47.70,"6:28:12","CSS",597415,252457,"back-end",51.46,548968,8284050,"programming",1,"Leann Wunsch","Kautzerland",2835823,"Male",55265
"NM","Garden & Beauty","10-10-2021",6.74,"AMEX","587 Domenico Well","Sleek Granite Shirt",false,917852,"Kshlerin DDS",3.37,"16:50:36",false,622621,"back up",true,"reboot",68.05,false,"hack",2,"Garett Walker","Lake Deangelostad",96.62,"Male",36528
"AL","Health","9-8-2021",379.76,"MasterCard","915 Litzy Land","Fantastic Steel Shoes",16.55,"calculating","Armstrong, Strosin and Altenwerth",47.47,"14:12:3",21.99,954567,45.03,81.39,true,"monitor",true,false,8,"Mrs. Nellie Bruen","South Halieberg",70.08,"Male",79495
"IA","Garden","1-24-2021",102.26,"Cash","49547 Hartmann Inlet","Rustic Wooden Shoes",62.33,false,"McClure, Block and Franecki",51.13,"23:20:19","bluetooth",201124,4100833,4342050,"copy",86.76,false,"array",2,"Kobe D'Amore","East Jamel","open-source","Female",73014
"MT","Shoes","6-27-2021",297.60,"Cash","802 Carmine Tunnel","Rustic Plastic Gloves","back up",47.98,"Wiegand-Tillman",37.20,"17:38:8","wireless",933181,"EXE",true,false,36.36,"back-end",68.78,8,"Lenna Kilback","Jerroldville",1163299,"Male",62493
"GA","Baby, Automotive & Music","8-11-2021",249.20,"Visa","28219 Okuneva Track","Fantastic Granite Pants",7472206,false,"Kuphal, Spencer and Blanda",24.92,"0:48:33",1792014,479665,6255954,true,2987963,"generate",false,"ADP",10,"Addison Green","Port Laneton",8411229,"Female",15242
"IL","Books","5-19-2021",850.41,"AMEX","25997 Sauer Pines","Ergonomic Concrete Shirt","open-source","input","Auer V",94.49,"19:57:33",3.02,938559,39.35,"bluetooth",true,6680298,"SSL",4855358,9,"Miss Bennett Robel","New Levi",50.33,"Female",49522
"AL","Garden & Grocery","9-24-2021",253.77,"Visa","287 Elenor Plains","Gorgeous Concrete Car",56.25,"open-source","Larkin-McClure",84.59,"21:25:29",false,514265,true,"programming",70.95,67.99,"copying",27.21,3,"Cecilia Borer","Lake Jodyfort",23.29,"Female",44406
"WV","Kids","9-12-2021",223.04,"MasterCard","873 Ziemann Pass","Awesome Cotton Shoes","online","navigate","Wiegand-Tillman",27.88,"13:20:4",false,487805,5649153,"input","pixel","sensor",76.89,false,8,"Bertha Walter V","Schusterchester",2425286,"Male",86055
"IA","Health, Kids & Music","10-23-2021",45.72,"Cash","67441 Hillard Key","Rustic Cotton Shoes",3730772,3049253,"Lakin, O'Connell and Monahan",45.72,"8:48:57","virtual",504260,2471912,"panel",90.13,false,true,46.42,1,"Juanita Reinger","East Marquisfurt",true,"Female",44095
"IL","Clothing & Shoes","10-20-2021",200.40,"MasterCard","149 Zboncak Crossroad","Small Granite Gloves",true,true,"Auer V",40.08,"12:54:13",true,702864,4.25,false,63.68,99.64,false,"reboot",5,"Brown Stracke","Aracelyfurt","SAS","Female",39437
"TN","Grocery, Computers & Jewelery","8-2-2021",9.92,"MasterCard","320 Jamil Fall","Rustic Granite Shoes","circuit",84.21,"McClure, Block and Franecki",9.92,"17:50:9",80.93,317058,"application",13.35,false,"quantifying",true,"port",1,"Wilfredo Bode","New Talia",28.45,"Male",77456
"CT","Jewelery & Health","10-11-2021",10.58,"AMEX","770 Christ Squares","Incredible Plastic Hat",7748787,5307845,"Larkin-McClure",5.29,"19:52:23","FTP",642023,90.15,4099928,48.75,true,8.76,"generating",2,"Guadalupe Johns","Zellaport","back up","Female",39361
"MT","Jewelery & Grocery","10-24-2021",115.40,"Visa","908 Brando Forge","Rustic Steel Car","CSS","bypassing","Lakin, O'Connell and Monahan",28.85,"3:40:16",true,171719,9313085,true,4354734,91.78,8218599,false,4,"Felicita Reilly III","North Jeramieland",false,"Male",40855
"RI","Jewelery & Health","2-3-2021",255.63,"EWallet","548 Aylin Valleys","Awesome Concrete Shirt",80.16,true,"Larkin-McClure",85.21,"21:20:51",85.60,584128,true,45.00,false,3.80,"generate",4849796,3,"Karelle Boyer","Tyrelhaven",false,"Male",60308
"UT","Movies & Outdoors","4-4-2021",203.82,"EWallet","2978 Huels Ridges","Intelligent Wooden Car","open-source",16.34,"McClure, Block and Franecki",33.97,"6:24:14","1080p",470693,1267991,"quantifying",81.18,"pixel",false,"ADP",6,"Dora Cassin","Emmanuelburgh",72.05,"Female",43571
"OH","Games","9-9-2021",264.00,"MasterCard","820 Kristina Plains","Awesome Steel Shirt",6448914,7808152,"Considine PhD",44.00,"6:47:4","feed",607833,true,8713923,1985198,"back up","hack",true,6,"Ms. Christy Lockman","North Jennings",true,"Male",88073
"NJ","Outdoors, Shoes & Garden","3-15-2021",766.62,"EWallet","96064 Geovanni Valley","Gorgeous Rubber Shirt","optical",false,"Lakin, O'Connell and Monahan",85.18,"5:40:16","SMS",804949,false,"index",66.35,true,25.91,"PCI",9,"Vanessa Quitzon","Stokesmouth",false,"Female",30333
"NC","Shoes & Baby","10-15-2021",453.60,"EWallet","51910 Beatty Forest","Awesome Concrete Shoes",78.33,false,"Lakin, O'Connell and Monahan",64.80,"13:12:35",false,414093,false,69.37,true,26.45,false,84.88,7,"Stefan McDermott","Raphaellefort",8914862,"Male",76058
"NJ","Kids & Tools","10-22-2021",146.88,"EWallet","5181 King Road","Sleek Concrete Hat",4310653,"calculate","Armstrong, Strosin and Altenwerth",36.72,"10:49:2",true,905812,"bypassing","bandwidth",3133770,"THX",4.62,true,4,"Hudson Grant Sr.","Genesisfort","programming","Female",96313
"UT","Health","7-17-2021",588.78,"Visa","71408 Lucienne Pines","Sleek Granite Computer",false,241544,"Considine PhD",65.42,"7:13:21","back up",755081,"SCSI",58.53,true,8950769,"AI",2861182,9,"Lorenza Green","Bruenville","calculating","Female",11402
"MA","Jewelery & Movies","9-27-2021",146.70,"AMEX","7668 Kihn Corners","Rustic Plastic Gloves",true,75.74,"Parisian, Wolff and Gorczany",24.45,"9:36:36",true,744201,"quantify","auxiliary","navigate",true,"1080p",96.51,6,"Ward Barton","West Juanitafort",false,"Female",88553
"CA","Outdoors","10-5-2021",210.42,"EWallet","304 Johanna Rapids","Intelligent Granite Pants",false,true,"Kshlerin DDS",23.38,"6:5:12",18.37,775541,27.37,1942561,true,10.23,true,true,9,"Billie Koss DVM","Millerfort",66.09,"Female",87109
"NH","Kids & Health","7-1-2021",94.40,"Cash","7252 Drew Gateway","Sleek Concrete Pants",98.52,907799,"Armstrong, Strosin and Altenwerth",23.60,"9:4:5","optical",201942,876156,63.17,5155897,22.55,1906978,"SSL",4,"Damaris Sauer","Lake Delilahburgh",78.05,"Male",46573
"OR","Grocery","9-24-2021",919.40,"Cash","5424 Hodkiewicz Trail","Intelligent Granite Gloves",1725261,"JBOD","Parisian, Wolff and Gorczany",91.94,"13:27:0","backing up",977076,"programming",1152869,"compressing","haptic",8841045,51.81,10,"Madge Abbott","Eleanoreburgh",true,"Male",76729
"AK","Health, Beauty & Jewelery","4-29-2021",53.35,"Cash","369 Rosa Lane","Sleek Steel Gloves","bluetooth",true,"Kuphal, Spencer and Blanda",10.67,"0:47:29",true,970691,86.01,9.42,false,68.25,true,false,5,"Ms. Javon Kohler","Harleybury",97.73,"Male",46553
"VT","Home & Music","6-11-2021",432.45,"EWallet","199 Chelsea Ports","Awesome Steel Shirt",30.14,true,"Parisian, Wolff and Gorczany",86.49,"8:27:18",62.56,493178,59.04,true,false,51.10,74.92,5793620,5,"Arturo Orn","Morissettefurt",7.35,"Female",78833
"MD","Clothing, Games & Automotive","9-24-2021",40.08,"MasterCard","8099 Martina Lodge","Small Steel Shirt",3.10,35.92,"Auer V",5.01,"8:5:6",1383515,641507,1582133,"JSON",88.25,false,"navigating",false,8,"Mikel Windler","West Elroyshire",5859377,"Female",59379
"WV","Outdoors","10-2-2021",194.56,"Cash","7404 Roob Lodge","Rustic Plastic Computer",5981052,"quantify","Kshlerin DDS",48.64,"3:51:5",true,396315,437590,"quantify","AGP",true,"digital",false,4,"Maybell Medhurst","Gleichnermouth",false,"Male",96127
"WY","Automotive & Garden","9-17-2021",904.50,"EWallet","71765 Nikolaus View","Awesome Cotton Table","mobile",64.65,"Armstrong, Strosin and Altenwerth",90.45,"15:53:45","bypass",512586,70.89,false,4608686,true,15.70,false,10,"Arturo Harris","Abernathyport",true,"Female",44735
"WA","Grocery, Movies & Automotive","9-4-2021",371.72,"Visa","677 Elta Turnpike","Gorgeous Steel Hat",false,77.48,"Armstrong, Strosin and Altenwerth",92.93,"21:32:29",true,984212,true,60.09,92.89,5856268,762701,"generating",4,"Lyda Herzog","East Anne",5289245,"Female",48738
"VT","Shoes","8-13-2021",492.50,"AMEX","83377 Kylie Lodge","Practical Wooden Computer",true,5041100,"Kuphal, Spencer and Blanda",49.25,"22:25:53","driver",577844,"USB",8970448,"back up","backing up",98.47,7943335,10,"Rachel Ortiz","North Emmanuel",1726130,"Male",44232
"DE","Computers","10-8-2021",205.50,"EWallet","5821 Goyette Springs","Incredible Granite Chair","cross-platform",false,"Wiegand-Tillman",34.25,"23:33:9",9171938,226440,305295,false,6655053,"overriding",7603609,"quantifying",6,"Sigmund Mosciski","South Evamouth","HTTP","Female",24250
"PA","Games","10-14-2021",50.65,"AMEX","821 Maynard Knolls","Rustic Concrete Chair",true,5764638,"Larkin-McClure",50.65,"1:49:56",55.95,715907,65.41,88.67,false,48.08,false,7.41,1,"Delta Torphy","Bartport",true,"Male",93393
"MI","Garden & Shoes","5-16-2021",108.44,"Cash","82115 Kertzmann Roads","Incredible Cotton Hat",true,5.83,"Larkin-McClure",27.11,"19:59:30",true,942991,true,61.72,8402663,21.13,false,53.55,4,"Milton Sawayn","Alekberg","TCP","Female",36940
"AL","Baby & Sports","9-29-2021",679.40,"AMEX","74888 Bergnaum Union","Gorgeous Steel Car","pixel",87.93,"Wiegand-Tillman",67.94,"13:56:52",2908847,595739,false,5887859,"SAS","quantifying","quantify",95.80,10,"Ms. Cloyd Mitchell","Michaelfort","SAS","Female",10312
"MO","Jewelery","6-2-2021",270.06,"Visa","64470 Muller Highway","Intelligent Granite Chair",4779318,"navigating","Wiegand-Tillman",45.01,"13:21:24",false,640023,478829,"port","COM","compress",3850282,81.80,6,"Coby Kunde","Hansenmouth","solid state","Female",78817
"NV","Games","6-28-2021",251.05,"EWallet","33685 Gwendolyn Island","Intelligent Cotton Shoes","quantifying",33.83,"Auer V",50.21,"10:59:51","compressing",666544,true,"quantifying","SMS",true,true,54.78,5,"Blaise Bednar","Port Adrien",78.60,"Male",62255
"OR","Toys, Books & Health","10-21-2021",745.90,"EWallet","321 Mallie Mews","Fantastic Concrete Shirt",true,true,"Kuphal, Spencer and Blanda",74.59,"2:59:42",false,345043,true,"port",1634565,61.65,true,1124047,10,"Euna Hickle","Freddyside","CSS","Female",92947
"AZ","Toys & Jewelery","9-14-2021",628.08,"EWallet","595 Lilliana Road","Practical Concrete Chair",23.07,false,"Lakin, O'Connell and Monahan",78.51,"20:14:21",3502289,333316,2063407,"THX",true,"ADP",true,5315210,8,"Jazmyne Glover","West Clementine","synthesizing","Male",80199
"HI","Outdoors","8-23-2021",6.54,"EWallet","64269 Daphney Walks","Incredible Wooden Pants",2.53,38.48,"Auer V",3.27,"21:30:50",true,677903,false,95.13,"parsing",27.54,50.83,false,2,"Kennith Sporer","Stantontown",83.22,"Male",92352
"CO","Health","10-22-2021",234.25,"AMEX","23863 Kohler Ports","Awesome Concrete Chair",4078531,false,"Kuphal, Spencer and Blanda",46.85,"16:29:12",5953069,434770,"override",94.23,true,54.39,false,true,5,"Raphaelle Batz","McDermottside",true,"Male",62917
"WY","Games & Grocery","1-6-2021",245.34,"MasterCard","6970 Lubowitz Loaf","Practical Cotton Hat",true,"generate","McClure, Block and Franecki",27.26,"12:48:22",false,245616,1496840,130189,3.48,"quantifying",true,true,9,"Mr. Jazmyne Heidenreich","Lake Francis",68.33,"Male",17788
"VA","Books & Toys","3-25-2021",93.46,"Visa","4439 Smitham Court","Rustic Wooden Car","virtual","neural","Armstrong, Strosin and Altenwerth",46.73,"14:33:51",93.60,531768,324628,6512795,1487120,3821519,"hacking","hack",2,"Eloy Strosin","Lake Wilhelm",41.86,"Female",50411
"TX","Beauty, Electronics & Games","10-7-2021",37.05,"Visa","549 Conroy Valley","Ergonomic Steel Car",5885246,"CSS","Armstrong, Strosin and Altenwerth",7.41,"4:43:37",8167135,213983,"USB",8040396,"bandwidth",85.33,"port",false,5,"Mrs. Chaz Crona","Norbertobury",7640845,"Female",96929
"KY","Games, Health & Home","9-23-2021",586.25,"Cash","68670 Towne Pines","Fantastic Steel Pants","haptic",16.12,"Considine PhD",83.75,"21:49:20",13.43,637984,48.63,true,8.72,false,false,91.01,7,"Itzel Kuvalis","Lake Connor",true,"Female",96390
"OK","Movies","3-28-2021",203.13,"Visa","7992 Genesis Ville","Small Plastic Car",true,true,"Wiegand-Tillman",67.71,"10:34:23",true,528615,false,11.80,true,"SSL",2194617,3.64,3,"Korbin Jaskolski","New Chad",0.46,"Male",33613
"CO","Health","9-20-2021",559.93,"AMEX","997 Barrows Parkway","Gorgeous Plastic Shirt","synthesize",true,"Kuphal, Spencer and Blanda",79.99,"19:28:31","AGP",937743,61.47,85.33,"transmit",17.75,3816665,"COM",7,"Hipolito Abbott","Krystinaport","hacking","Female",44161
"DE","Beauty & Home","8-2-2021",556.92,"EWallet","81935 Hamill Union","Practical Concrete Car",4012658,"hacking","Lakin, O'Connell and Monahan",92.82,"13:31:2",8834522,296577,1747885,true,20.76,false,77.03,"bluetooth",6,"Miss Samanta Kulas","Lake Heidiville","bus","Male",83636
"ID","Tools","7-20-2021",713.80,"MasterCard","59340 Nayeli Dam","Practical Plastic Pants",4528537,38.34,"Wiegand-Tillman",71.38,"20:26:28",37.98,901966,34.11,70.44,false,26.52,true,85.93,10,"Violette Waters","Runtestad",false,"Female",11866
"WY","Jewelery","6-28-2021",836.19,"EWallet","333 Gottlieb Loaf","Intelligent Granite Table",false,true,"Kuphal, Spencer and Blanda",92.91,"10:51:29",true,959857,"back-end",true,true,true,"capacitor","redundant",9,"Mrs. Grady Kuvalis","New Augusta",false,"Female",19551
"NJ","Clothing & Electronics","10-25-2021",507.92,"Cash","7549 Carole Union","Gorgeous Rubber Shirt",true,1863660,"Armstrong, Strosin and Altenwerth",72.56,"13:17:47","open-source",310056,false,"hack","neural",false,"transmitting",1642428,7,"Jaren Bartoletti","Lynntown",false,"Female",84490
"SD","Health, Outdoors & Grocery","6-29-2021",190.08,"MasterCard","1112 Lucas Camp","Gorgeous Steel Shoes","transmitting","quantifying","Armstrong, Strosin and Altenwerth",47.52,"6:56:32",7869065,408573,false,1790123,true,9433926,true,3032593,4,"Bridgette Wisozk","West Marian","generating","Male",86736
"MI","Kids & Movies","10-23-2021",496.45,"Visa","8848 Finn Pass","Small Cotton Shoes","programming",7626341,"Kuphal, Spencer and Blanda",99.29,"7:21:19",45.50,675401,68.54,4.30,false,63.70,true,23.13,5,"Orrin Ondricka","Schambergermouth",false,"Male",10271
"SC","Toys & Tools","10-21-2021",50.43,"MasterCard","65370 Wolff Prairie","Intelligent Rubber Shirt",true,true,"Parisian, Wolff and Gorczany",16.81,"13:40:20","programming",987693,"parse","generating",13.32,9.45,33.30,274301,3,"Torrance Dickens","Schillermouth","COM","Male",59398
"LA","Sports & Health","1-10-2021",504.48,"Visa","13010 Senger Junction","Small Granite Shirt",98.16,false,"Parisian, Wolff and Gorczany",84.08,"20:38:29",8921427,549060,3488415,"hacking",6648491,"navigating","port","AGP",6,"Miss Alana D'Amore","Port Marjory",1447103,"Male",22749
"RI","Clothing, Beauty & Music","2-24-2021",273.60,"Visa","1207 Leffler Crossroad","Small Concrete Gloves",5001539,"neural","Wiegand-Tillman",27.36,"5:24:46",3.53,114708,2736341,"port",false,true,5172012,"program",10,"Dayana Pouros","Jensenfurt","synthesize","Male",54574
"WI","Home","7-24-2021",117.57,"EWallet","755 Clare Pines","Intelligent Rubber Table",8663103,33.90,"Auer V",39.19,"8:0:39",true,843234,true,2.68,true,61.28,true,"SMTP",3,"Mr. Maia Reichel","Adamsshire",90.55,"Male",20264
"NE","Tools, Beauty & Automotive","11-25-2020",88.86,"MasterCard","690 Remington Trail","Ergonomic Concrete Shirt",10.49,true,"Kshlerin DDS",44.43,"6:45:24",42.90,411046,"back-end",true,true,"cross-platform","capacitor",161889,2,"Brown Price","Lake Maeberg","open-source","Female",98727
"UT","Tools, Kids & Automotive","4-18-2021",503.82,"MasterCard","854 Schimmel Spring","Small Concrete Computer","navigating",19.01,"Kuphal, Spencer and Blanda",83.97,"18:59:57",3325544,478293,2566395,8983842,322285,true,70.23,7491165,6,"Ms. Laney Hegmann","Lake Terrellview",true,"Male",57647
"LA","Grocery","8-15-2021",97.38,"EWallet","326 Will Row","Intelligent Granite Hat",22.55,"RAM","Lakin, O'Connell and Monahan",10.82,"5:19:6",54.98,553301,6617199,3163182,47.80,"online",80.33,2.92,9,"Karli Okuneva II","Paoloton",true,"Male",81597
"NJ","Industrial, Health & Automotive","9-11-2021",483.54,"Visa","90814 Victoria Manors","Small Concrete Shirt",false,29.13,"Kuphal, Spencer and Blanda",80.59,"22:13:45",27.93,608593,true,"bypass",30.50,true,"hard drive",false,6,"Wendell Moen","East Doloresberg",false,"Female",86226
"ME","Baby","12-18-2020",199.29,"AMEX","9754 Medhurst Lakes","Ergonomic Wooden Shirt","SDD","microchip","Parisian, Wolff and Gorczany",66.43,"12:14:11","interface",755350,6803100,1504167,4375163,"copy",true,4026854,3,"Miss Dorothy Gutmann","North Lennyfort","copy","Female",75201
"KY","Health & Books","10-23-2021",735.10,"MasterCard","20501 Kiel Camp","Gorgeous Wooden Computer",false,"solid state","Kuphal, Spencer and Blanda",73.51,"3:38:59",false,722348,3318300,"SMTP",89.01,"ADP",false,true,10,"Ms. Shanelle Jakubowski","East Braeden","SAS","Female",65118
"SC","Beauty & Music","2-18-2021",95.12,"MasterCard","99119 Markus Junction","Incredible Plastic Gloves","redundant",97.29,"Kuphal, Spencer and Blanda",23.78,"6:37:37","PCI",726196,false,8857714,true,22.14,45.23,true,4,"Kelley Stanton","New Jordon",77.63,"Male",39111
"TN","Books","6-15-2021",33.40,"AMEX","3846 Howe Dam","Fantastic Granite Shirt",83.07,6.89,"Lakin, O'Connell and Monahan",16.70,"11:14:12",true,852230,2.18,false,71.76,false,30.37,5473108,2,"Kian Lakin","South Tracefort",389305,"Male",94228
