hard drive,sensor,Department,ProductPrice,Gender,Date,Time,City,PaymentType,Total,microchip,Address,Store,InvoiceId,hard drive,PostalCode,port,Quantity,State,Product,CustomerName,port
true,"navigate","Tools & Books",0.28,"Male","8-23-2021","17:46:18","North Tom","Visa",2.80,25.57,"9171 Crona Station","McClure, Block and Franecki",235118,false,27499,5691137,10,"WA","Sleek Granite Chair","Brad Stoltenberg PhD",5123751
false,"AGP","Beauty",10.39,"Female","10-19-2021","15:12:50","East Tateburgh","EWallet",62.34,false,"35679 Nickolas Path","Parisian, Wolff and Gorczany",665398,false,25817,87429,6,"ID","Rustic Wooden Car","Ms. Amira Kuhic",9258075
false,5140766,"Clothing, Electronics & Health",3.37,"Female","8-29-2021","16:26:41","New Vadabury","EWallet",23.59,315574,"88463 Runte Springs","Kuphal, Spencer and Blanda",536012,false,97446,6672347,7,"GA","Gorgeous Concrete Table","Miss Cecile Nikolaus",3352079
2215171,8551163,"Computers & Sports",87.58,"Female","7-16-2021","23:51:8","Stammtown","Cash",87.58,"program","626 Watsica Vista","Parisian, Wolff and Gorczany",193441,6212774,96632,1108577,1,"WI","Small Cotton Hat","Eli Lynch",9241075
3823898,8804516,"Computers, Toys & Baby",45.41,"Male","5-7-2021","5:3:56","Zarialand","Cash",317.87,1912269,"8581 Van Islands","Parisian, Wolff and Gorczany",400496,4288001,55219,"parse",7,"MO","Ergonomic Rubber Chair","Nannie Pfeffer","XSS"
1667853,32.22,"Toys",39.58,"Male","8-18-2021","21:22:13","Eltonberg","EWallet",118.74,11.25,"720 Etha Mountains","Kuphal, Spencer and Blanda",517483,5335113,51871,false,3,"MD","Practical Steel Hat","Nathaniel Romaguera PhD",false
true,false,"Baby",73.63,"Female","10-2-2021","3:18:5","South Jeramyburgh","MasterCard",441.78,5984418,"2978 Adolph Mountains","McClure, Block and Franecki",562955,true,49070,71.67,6,"CT","Sleek Steel Car","Emie Hilll",40.95
2495508,89.81,"Electronics",97.17,"Male","8-22-2021","4:4:47","Waelchiport","AMEX",874.53,32.18,"4748 Lilliana Fords","McClure, Block and Franecki",355132,6896846,21145,52.10,9,"IN","Gorgeous Wooden Pants","Wilburn Bartell",22.62
47.48,3462518,"Outdoors & Industrial",56.60,"Male","7-28-2021","17:42:31","East Garlandfort","AMEX",452.80,false,"72652 Wuckert Mills","Considine PhD",829651,83.55,65837,82.74,8,"KY","Awesome Wooden Hat","Meghan Schaden",52.69
2178477,"pixel","Industrial, Kids & Jewelery",6.66,"Male","7-19-2021","15:46:48","West Toby","AMEX",19.98,5234412,"405 Elian Highway","Parisian, Wolff and Gorczany",521180,4383205,88423,"SAS",3,"NE","Rustic Wooden Computer","Luis Fay","cross-platform"
565183,"primary","Outdoors, Baby & Computers",52.48,"Male","6-17-2021","23:39:20","Russelborough","Cash",52.48,"card","7934 Riley Drives","Parisian, Wolff and Gorczany",510380,5948881,64120,true,1,"MS","Sleek Granite Table","Mr. Jeanie Buckridge",false
4417001,true,"Clothing & Books",9.62,"Male","10-12-2021","2:49:48","East Tillman","EWallet",9.62,33.08,"31270 Gislason Orchard","Kuphal, Spencer and Blanda",582828,9209763,90685,65.49,1,"CA","Awesome Concrete Computer","Doris Mills",37.80
0.86,true,"Baby",18.60,"Male","5-24-2021","8:22:29","Maggioview","Visa",167.40,false,"9218 Herminia Pass","Considine PhD",395431,49.44,42259,45.92,9,"ID","Small Rubber Shoes","Nolan Greenfelder",15.18
true,5120467,"Clothing & Automotive",87.69,"Male","10-10-2021","1:44:55","North Josephinemouth","AMEX",263.07,"auxiliary","588 Turner Manor","Kuphal, Spencer and Blanda",342946,true,41318,4695465,3,"GA","Fantastic Cotton Computer","Marcelina Bergstrom",4698429
58296,"port","Grocery & Shoes",51.03,"Male","9-26-2021","0:8:13","Kohlerbury","Visa",459.27,"transmit","8528 Hermiston Islands","Kshlerin DDS",544721,8552295,82592,"XML",9,"AR","Small Granite Hat","Logan Mueller","HTTP"
529584,28.64,"Music",35.50,"Female","10-6-2021","21:39:20","Donnellymouth","AMEX",319.50,"quantifying","84709 Beahan Crossing","Kuphal, Spencer and Blanda",187888,8508684,27566,"JBOD",9,"PA","Rustic Rubber Hat","Rodolfo Runolfsson","neural"
77.00,73.09,"Electronics, Garden & Home",75.38,"Female","5-7-2021","22:28:29","West Caterinafort","Cash",527.66,false,"3062 Aglae Groves","Parisian, Wolff and Gorczany",276138,85.92,72950,false,7,"NV","Ergonomic Granite Computer","Miss Rocio Rempel",true
false,27.98,"Beauty",72.31,"Male","6-5-2021","3:38:35","Richmondbury","MasterCard",723.10,false,"84032 Jannie Landing","Wiegand-Tillman",772898,true,53258,false,10,"AK","Intelligent Cotton Computer","Bell Romaguera",false
false,94.42,"Jewelery",16.75,"Female","9-11-2021","15:4:5","Murlstad","AMEX",16.75,false,"752 Armstrong Well","Auer V",556809,false,52960,93.93,1,"NM","Gorgeous Granite Computer","Alyson Lueilwitz",2.52
false,"pixel","Electronics, Computers & Sports",51.54,"Male","7-22-2021","9:24:42","Rodriguezville","Cash",412.32,"hacking","994 Morissette Cliffs","Kshlerin DDS",334633,false,13643,"transmit",8,"ID","Gorgeous Cotton Table","Dulce Torphy","online"
"pixel",true,"Jewelery & Automotive",21.00,"Male","6-7-2021","20:21:23","New Elsestad","Cash",210.00,"system","5232 Bernier Rapid","Parisian, Wolff and Gorczany",441883,"application",93130,true,10,"NV","Awesome Granite Chair","Barry Gleason",true
8879561,5896281,"Computers",90.03,"Male","5-14-2021","19:36:20","East Robin","AMEX",270.09,false,"20355 Noemie Court","Kshlerin DDS",686164,8837119,82686,42.58,3,"KS","Ergonomic Rubber Pants","Dennis Carter V",39.05
true,true,"Games, Beauty & Outdoors",5.56,"Male","6-12-2021","9:18:22","New Havenberg","Cash",16.68,"bypassing","5997 Chanelle Pines","Wiegand-Tillman",330583,false,81178,"virtual",3,"KY","Gorgeous Concrete Chair","Blanche Harvey","AGP"
6532853,15.61,"Sports & Jewelery",87.28,"Female","10-9-2021","16:0:0","New Keshauntown","AMEX",174.56,true,"798 Mosciski Burg","Lakin, O'Connell and Monahan",597011,857281,27526,true,2,"PA","Small Granite Car","Miss Wilhelmine Davis",true
"SCSI",69.95,"Kids & Sports",34.06,"Female","9-8-2021","8:10:33","West Maggie","AMEX",136.24,true,"5018 Wiegand Prairie","Wiegand-Tillman",857204,"feed",78051,true,4,"NV","Sleek Concrete Gloves","Ted Daugherty",true
"solid state","synthesize","Outdoors",97.61,"Male","1-10-2021","3:39:19","Port Craigport","Cash",488.05,true,"27524 Rice Trace","Considine PhD",302480,"SDD",93704,75.19,5,"VT","Fantastic Granite Hat","Mona Flatley",45.25
7823882,"feed","Kids",10.68,"Male","8-9-2021","20:5:21","Kertzmannview","Visa",74.76,97.69,"96014 Rosenbaum Port","Considine PhD",642065,6487890,14767,2724868,7,"TN","Rustic Cotton Gloves","Imelda Daniel MD",2048564
"EXE","hacking","Music & Shoes",32.45,"Female","5-3-2021","5:43:40","Isabellahaven","Visa",64.90,false,"8679 Hammes Road","Kuphal, Spencer and Blanda",733299,"ADP",68904,30.22,2,"MN","Gorgeous Rubber Table","William Lynch",90.73
"parsing",82.56,"Games",93.35,"Male","6-28-2021","13:43:33","Smithport","Visa",186.70,75690,"760 Alana Vista","Wiegand-Tillman",369070,"pixel",76559,7495179,2,"KS","Incredible Cotton Table","Sylvester Bradtke",725629
16.55,40.03,"Industrial & Clothing",29.96,"Male","8-21-2021","9:30:37","South Roman","Visa",149.80,true,"15279 Goodwin Rest","Kshlerin DDS",581777,52.64,40714,false,5,"SC","Intelligent Steel Hat","Brook Heathcote",false
false,true,"Toys, Outdoors & Automotive",57.29,"Female","9-29-2021","6:24:14","Dachton","Cash",515.61,7510234,"5595 Gregorio Plaza","Lakin, O'Connell and Monahan",936427,false,86233,1688885,9,"HI","Practical Steel Computer","Mrs. Ferne Armstrong",2380752
false,37.63,"Automotive & Health",7.92,"Male","9-25-2021","15:18:34","Bergeberg","AMEX",79.20,5856995,"6994 Alaina Turnpike","Considine PhD",799939,true,73850,7809334,10,"SD","Sleek Steel Pants","Toby Corwin",745865
"SCSI",5903911,"Home",29.25,"Female","8-25-2021","16:59:25","West Andresberg","AMEX",175.50,"virtual","39676 Cremin Island","Larkin-McClure",625940,"generating",80226,true,6,"IL","Fantastic Rubber Gloves","Janice Oberbrunner DDS",true
4530560,3954184,"Outdoors & Home",61.33,"Male","8-19-2021","15:42:32","Ezekielland","Cash",61.33,"FTP","4824 Kuhlman Underpass","Lakin, O'Connell and Monahan",961131,8961195,53597,true,1,"AR","Fantastic Concrete Car","Miss Zula Hamill",true
16.51,12.78,"Clothing",31.57,"Male","8-28-2021","19:35:38","Lake Jeradmouth","AMEX",126.28,8171873,"735 Rachel Meadow","McClure, Block and Franecki",968850,62.04,28876,"calculate",4,"MA","Awesome Steel Table","Ervin Lubowitz","1080p"
2854027,false,"Clothing",84.75,"Female","10-5-2021","14:33:2","East Myrtiefort","AMEX",423.75,38.92,"463 Adolf Ferry","Wiegand-Tillman",285246,8184903,66152,5085012,5,"NC","Rustic Concrete Pants","Caleb Quigley",4618054
1611046,50.56,"Clothing & Baby",97.25,"Female","8-28-2021","12:18:11","Tyreekville","AMEX",291.75,7506359,"337 Betty Mews","Auer V",455944,6684123,45931,8525784,3,"WI","Practical Concrete Computer","Terrell Bogan",4863890
"bus",1744333,"Computers",6.27,"Female","6-15-2021","17:30:50","West Tysonside","EWallet",18.81,30.68,"854 Nettie Groves","Wiegand-Tillman",764985,"PCI",58627,"compressing",3,"ND","Intelligent Plastic Chair","Miss Jamison Windler","online"
4974778,3000047,"Books & Home",54.43,"Male","4-21-2021","22:46:56","Huelstown","MasterCard",108.86,"protocol","75484 Roob Parkways","Wiegand-Tillman",323808,9303160,16386,"hack",2,"NV","Rustic Concrete Computer","Connor Mraz","microchip"
true,true,"Industrial & Jewelery",18.93,"Male","3-29-2021","9:55:14","Carlimouth","Visa",75.72,3207795,"291 Carroll Hollow","Larkin-McClure",684744,false,47782,false,4,"MA","Awesome Cotton Computer","Mr. Helga Wisoky",true
"bypassing",true,"Kids",32.99,"Female","10-3-2021","0:18:54","Erlingstad","Visa",32.99,true,"7892 Christian Square","Auer V",885324,"calculating",99134,"SSL",1,"NC","Intelligent Steel Computer","Johnpaul Kshlerin","circuit"
6548439,17.85,"Clothing, Shoes & Automotive",26.91,"Male","4-5-2021","18:20:5","East Maeganland","MasterCard",242.19,false,"549 Blanda Course","Auer V",540897,4288117,66762,true,9,"MN","Incredible Granite Computer","Jeanne Wisoky",true
9320513,44.97,"Books",41.58,"Female","6-1-2021","17:43:48","Port Scot","Visa",124.74,822297,"600 Brooke Drives","Parisian, Wolff and Gorczany",903996,8702338,23048,"compress",3,"MD","Incredible Rubber Shoes","Lloyd Funk PhD","FTP"
false,8311001,"Clothing, Baby & Shoes",40.61,"Male","8-10-2021","4:21:19","New Raegan","Visa",203.05,"bandwidth","203 Wilderman Curve","McClure, Block and Franecki",928601,false,54651,6488997,5,"NY","Intelligent Rubber Shirt","Jerrell Gerlach",1784027
933922,9423003,"Music",2.34,"Female","7-17-2021","5:27:21","Erdmanberg","Cash",14.04,"JSON","806 Nicklaus Cliff","Wiegand-Tillman",560556,3464122,54515,"compressing",6,"AK","Incredible Concrete Pants","Joanie Schmitt","XML"
41.60,false,"Toys, Health & Music",43.25,"Female","10-16-2021","20:5:51","North Katrine","Cash",302.75,"copying","7445 Tyrel Ford","Larkin-McClure",810340,50.28,96824,73.38,7,"NE","Intelligent Concrete Gloves","Korbin Moen",43.03
false,true,"Shoes & Grocery",88.65,"Male","9-10-2021","11:33:9","South Arjun","AMEX",797.85,71.19,"455 Douglas Islands","Kuphal, Spencer and Blanda",578412,true,65068,77.40,9,"AK","Small Concrete Shoes","Lambert King II",46.38
false,true,"Grocery",87.18,"Female","7-31-2021","3:27:16","Wuckertstad","Cash",610.26,8.45,"51862 Caesar Hollow","Lakin, O'Connell and Monahan",794560,false,80418,"indexing",7,"LA","Small Plastic Pants","Shana McClure","auxiliary"
false,"back up","Games",37.11,"Female","9-18-2021","7:32:49","East Margarita","Visa",371.10,"array","32252 Pagac Highway","Kshlerin DDS",633298,false,95361,7689852,10,"MT","Sleek Wooden Shoes","Nelle Pfannerstill",8799688
"RSS",9073101,"Sports",69.36,"Female","9-18-2021","14:19:27","Brownfurt","Visa",138.72,"auxiliary","3185 VonRueden Curve","Larkin-McClure",906678,"navigating",64233,2220356,2,"AK","Gorgeous Wooden Chair","Gerhard Cormier",7206244
true,"hard drive","Toys, Kids & Movies",52.75,"Female","6-7-2021","9:47:33","Hettingerberg","Visa",474.75,99.68,"6417 Burnice Fork","Wiegand-Tillman",680500,true,42030,true,9,"NY","Sleek Concrete Table","Simone Block",true
97.75,97.03,"Computers & Jewelery",76.33,"Male","9-10-2021","3:19:28","Rohanberg","MasterCard",457.98,26.80,"124 Eliane Circle","Auer V",480133,96.77,82370,33.11,6,"AL","Fantastic Cotton Shirt","Jazmyne Funk",2.19
61.58,57.68,"Grocery",2.22,"Male","10-5-2021","11:22:14","Konopelskihaven","Cash",17.76,0.85,"3011 Frederik Park","Wiegand-Tillman",213476,97.29,66692,false,8,"VA","Incredible Wooden Computer","Jerad Ullrich",true
"override",85.59,"Automotive, Clothing & Computers",49.29,"Male","9-28-2021","8:21:13","North Hanna","AMEX",492.90,92.38,"28462 Willis Green","Wiegand-Tillman",210861,"mobile",33418,"JSON",10,"RI","Intelligent Concrete Car","Theodora Miller V","synthesize"
2019792,"hack","Beauty",79.07,"Male","4-21-2021","12:45:55","Dibbertborough","EWallet",316.28,true,"180 Reilly Estates","McClure, Block and Franecki",345410,6844738,43958,"cross-platform",4,"MN","Fantastic Concrete Pants","Clinton Hills","quantifying"
"auxiliary","bus","Beauty, Kids & Toys",41.26,"Male","4-25-2021","5:41:47","Kendraburgh","Cash",206.30,930097,"512 Strosin Village","Armstrong, Strosin and Altenwerth",719493,"capacitor",86782,true,5,"WI","Gorgeous Cotton Computer","Rodolfo Gulgowski",true
1253313,false,"Computers, Home & Music",37.25,"Female","6-30-2021","19:13:36","Port Louieburgh","AMEX",260.75,true,"385 Okuneva Square","Kshlerin DDS",149056,5071537,68467,42.74,7,"MO","Practical Steel Car","Aida Nitzsche",39.65
25.40,21.86,"Clothing",87.63,"Female","5-2-2021","7:22:52","Celineside","Cash",613.41,41.14,"7901 Dessie Land","Parisian, Wolff and Gorczany",135835,37.40,53106,33.59,7,"CO","Ergonomic Concrete Hat","Mrs. Jalyn Schoen",30.41
62.85,true,"Clothing, Toys & Electronics",91.98,"Female","6-8-2021","0:54:5","North Davonte","Cash",827.82,false,"10934 Libbie Trace","Considine PhD",493558,71.15,30570,false,9,"VA","Gorgeous Wooden Computer","Ursula Kohler",false
true,"application","Industrial, Books & Clothing",76.61,"Female","3-6-2021","14:54:1","Lake Amelyville","Cash",766.10,"ADP","63037 Schaden Mount","Wiegand-Tillman",245490,false,94187,2321505,10,"LA","Gorgeous Cotton Gloves","Heather Kemmer",6574237
3670365,2894633,"Jewelery, Music & Industrial",72.22,"Male","10-10-2021","5:52:59","East Cletastad","MasterCard",649.98,2925709,"54943 Trinity Harbors","Lakin, O'Connell and Monahan",919603,5568174,28173,"quantifying",9,"KY","Intelligent Wooden Gloves","Anna Greenholt","XSS"
false,"wireless","Automotive",88.35,"Male","10-24-2021","13:46:40","Lueilwitzfort","Visa",265.05,84.02,"347 Abshire Parks","Lakin, O'Connell and Monahan",942420,false,47941,89.53,3,"NE","Intelligent Granite Hat","Bridie Wilderman",58.80
45.03,false,"Home, Movies & Industrial",16.47,"Female","8-5-2021","7:5:34","Darrickmouth","Visa",148.23,5653260,"9232 Austin Land","Parisian, Wolff and Gorczany",340431,81.49,35357,true,9,"AL","Sleek Steel Shirt","Brisa Larson",true
true,true,"Health, Music & Tools",2.46,"Female","10-19-2021","14:11:57","Port Alexa","MasterCard",2.46,false,"31923 MacGyver Viaduct","Kshlerin DDS",857147,false,98392,true,1,"IN","Sleek Rubber Shoes","Shane Swaniawski II",false
true,26.83,"Games",42.90,"Male","8-11-2021","16:26:48","Shanahanmouth","EWallet",42.90,3.30,"3853 Stokes Trafficway","McClure, Block and Franecki",494219,false,86736,false,1,"DE","Intelligent Cotton Table","Clementine Reilly",true
44.01,937604,"Music",96.02,"Female","10-20-2021","15:34:19","New Humberto","Visa",192.04,3803744,"36573 Karen Locks","Larkin-McClure",119464,52.40,30734,88.76,2,"SD","Sleek Rubber Shirt","Carissa Streich",58.83
"SMTP",87.68,"Tools",78.05,"Male","9-5-2021","19:32:11","Princeside","Cash",624.40,3281066,"44608 Lemke Inlet","Parisian, Wolff and Gorczany",113921,"wireless",85704,7226207,8,"KY","Rustic Cotton Shoes","Eldridge Bailey DDS",6927171
"quantifying",false,"Sports, Automotive & Home",90.00,"Female","7-9-2021","14:11:45","Tremblayport","MasterCard",720.00,false,"7888 Koch Harbors","Kuphal, Spencer and Blanda",541866,"hacking",69094,"HDD",8,"MI","Awesome Steel Hat","Cornelius Rowe","parse"
"AGP",85.40,"Tools, Music & Kids",17.19,"Female","2-16-2021","12:4:39","Sipesstad","EWallet",103.14,92.16,"119 Sienna Keys","Parisian, Wolff and Gorczany",834733,"input",53223,"TCP",6,"ID","Rustic Plastic Shoes","Herbert Dach","USB"
false,96.64,"Jewelery & Electronics",74.81,"Male","8-25-2021","12:50:37","Collinsberg","MasterCard",224.43,"generate","224 Earnestine Crest","Considine PhD",618935,true,31112,5.02,3,"WA","Rustic Steel Pants","Jakob Larson PhD",11.33
97.93,true,"Electronics, Outdoors & Books",29.62,"Female","7-28-2021","23:46:59","North Bert","EWallet",177.72,false,"11352 Stephanie Islands","Considine PhD",393822,46.28,34467,8695949,6,"DE","Ergonomic Steel Hat","Velda Robel DDS",8093953
6890123,34.39,"Music, Home & Beauty",6.04,"Female","10-8-2021","14:33:52","East Euniceborough","AMEX",24.16,"mobile","9628 Pfannerstill Freeway","Parisian, Wolff and Gorczany",958311,6971317,92512,4406947,4,"IL","Gorgeous Granite Car","Harry Mertz",5301303
2963103,4915182,"Outdoors & Health",52.25,"Male","10-24-2021","22:56:23","Candidafurt","MasterCard",313.50,false,"175 Schamberger Row","Parisian, Wolff and Gorczany",455539,2289168,11894,true,6,"NM","Small Steel Hat","Idell Beatty",false
"AI",32.20,"Movies & Shoes",95.62,"Male","9-11-2021","13:30:59","New Shyannchester","EWallet",764.96,true,"67983 Bridgette Streets","Wiegand-Tillman",559705,"navigate",52222,"PCI",8,"AZ","Gorgeous Rubber Computer","Calista Johnston","ADP"
5208047,"optical","Tools & Jewelery",15.43,"Female","3-8-2021","21:50:16","New Milan","Cash",46.29,4285767,"684 Bartell Run","Auer V",342972,583300,33803,41.99,3,"HI","Small Concrete Shirt","Lourdes Leuschke",38.53
76.91,5269890,"Beauty, Grocery & Health",8.31,"Male","5-15-2021","4:52:14","North Zanderstad","Visa",49.86,false,"830 Ellis Shoal","Kshlerin DDS",415670,78.84,15971,6886592,6,"WA","Small Cotton Shoes","Linnea Cassin",5896882
0.95,"RSS","Clothing, Music & Grocery",20.44,"Male","10-13-2021","14:19:42","East Christopher","AMEX",61.32,86.19,"686 Gottlieb Knolls","McClure, Block and Franecki",277948,82.27,74971,841907,3,"IA","Rustic Cotton Table","Dominic Hansen",6605547
"AGP",87.29,"Computers & Toys",52.87,"Male","10-5-2021","22:59:43","Lake Enid","EWallet",422.96,2278785,"9140 Daugherty Manors","Parisian, Wolff and Gorczany",159938,"ADP",76408,3062462,8,"HI","Awesome Cotton Table","Miss Eldon Kessler",2393330
"connecting",6920308,"Industrial",53.06,"Female","9-1-2021","7:29:49","Lake Tevin","AMEX",477.54,6062020,"1355 Coy Coves","Kshlerin DDS",687376,"generating",99340,6.45,9,"SD","Practical Steel Computer","Halle Carroll DDS",76.87
false,true,"Books & Grocery",93.43,"Female","3-5-2021","3:18:53","Wardfurt","MasterCard",373.72,false,"556 Ruecker Route","Armstrong, Strosin and Altenwerth",730237,false,53830,7.37,4,"KS","Ergonomic Cotton Table","Marcel Streich DVM",3.83
90.20,false,"Books",65.26,"Female","6-7-2021","4:59:3","Cadeport","MasterCard",195.78,true,"5223 Liliane Drive","Auer V",507106,2.44,38353,"firewall",3,"GA","Intelligent Steel Car","Kara Collins","backing up"
1.09,true,"Games & Garden",99.82,"Male","9-24-2021","18:24:20","Cristmouth","AMEX",499.10,true,"7184 Krajcik Camp","McClure, Block and Franecki",740184,36.35,85210,45.34,5,"GA","Small Granite Chair","Lela Nader DDS",5.53
4975159,"overriding","Tools",56.32,"Male","10-13-2021","3:17:32","East Marlenmouth","Visa",394.24,false,"73180 Pierre Village","Armstrong, Strosin and Altenwerth",833116,4354059,51794,"auxiliary",7,"PA","Awesome Concrete Car","Johnathon Steuber","GB"
