Gender,Time,Quantity,State,card,InvoiceId,Store,panel,ProductPrice,Address,CustomerName,Date,Department,PaymentType,system, ,driver,City,PostalCode,Total,Product,transmitter
"Female","10:46:28",7,"CO",true,705249,"Wiegand-Tillman",80.68,96.22,"387 Nathaniel Avenue","Sean Von","4-8-2021","Industrial","Visa",77.16,39.33,true,"Port Santosville",46360,673.54,"Incredible Granite Shoes",true
"Female","13:26:59",1,"NH",3173667,553911,"Kshlerin DDS",true,89.11,"7431 Abbott Club","Mr. Yasmine Marquardt","8-17-2021","Shoes","Visa",74.38,64.34,true,"Kiehnfort",22206,89.11,"Incredible Granite Shirt",8686377
"Female","17:14:47",7,"CO",false,739727,"Armstrong, Strosin and Altenwerth",88.89,46.24,"555 Lisandro Viaduct","Jarvis Yost","5-24-2021","Kids & Movies","Cash",85.84,48.89,"bus","South London",16880,323.68,"Sleek Steel Gloves","SAS"
"Female","4:37:48",3,"MA","connecting",867418,"Kshlerin DDS","capacitor",30.05,"6515 Davonte Route","Marquise Pouros","3-12-2021","Clothing & Jewelery","AMEX","back up",true,4342151,"New Adonisbury",43578,90.15,"Awesome Plastic Computer",1433504
"Male","12:30:30",2,"VA","wireless",506172,"Considine PhD",9429527,80.01,"1702 Renner Loop","Judy Sawayn PhD","3-24-2021","Jewelery & Toys","Cash",4487864,"connecting",false,"Port Rolando",24647,160.02,"Gorgeous Cotton Shoes","hacking"
"Male","5:49:3",6,"ID",false,403100,"Considine PhD",3360667,78.40,"54846 Sabrina Fords","Kelly Anderson","10-1-2021","Jewelery & Movies","AMEX",1046256,"cross-platform",8271125,"Bartolettihaven",72733,470.40,"Sleek Plastic Computer",true
"Male","7:50:32",3,"ME",33.01,248664,"Kshlerin DDS",false,77.28,"4638 Edd Point","Miss Carlee Murazik","8-14-2021","Health","MasterCard","backing up",5433283,41.34,"Fayside",50143,231.84,"Incredible Rubber Chair",8742108
"Female","10:58:46",6,"KS",true,116565,"Larkin-McClure",9010873,5.98,"56777 Freddie Greens","Jerod Will","8-17-2021","Sports","AMEX",true,true,26.16,"West Karashire",77634,35.88,"Gorgeous Rubber Hat",true
"Female","6:30:6",2,"WA",2.23,484887,"Kuphal, Spencer and Blanda",38.57,50.43,"957 Nico Island","Fannie Botsford","10-24-2021","Outdoors, Industrial & Baby","Visa",true,21.68,83.65,"Lednershire",79428,100.86,"Sleek Wooden Computer",7.49
"Male","13:37:23",7,"CO",true,137430,"Larkin-McClure",2100388,14.00,"330 Gayle Summit","Miss Karson Zboncak","8-4-2021","Games, Industrial & Computers","Visa","neural",1582961,true,"Devanteberg",59694,98.00,"Intelligent Steel Chair",true
"Male","5:48:46",4,"AK",false,262373,"Armstrong, Strosin and Altenwerth",3806994,90.62,"44802 Janick Lock","Alana Walter II","9-27-2021","Games","AMEX",true,8051137,6734399,"West Vitatown",24853,362.48,"Intelligent Plastic Shoes",1195933
"Male","15:39:27",2,"UT","auxiliary",171957,"Kshlerin DDS","auxiliary",14.22,"815 Runolfsdottir Ways","Miss Wallace D'Amore","6-2-2021","Garden","AMEX","XSS",7662833,"online","Lake Candace",13254,28.44,"Sleek Steel Computer","JBOD"
"Female","2:47:26",7,"ID",true,456115,"Parisian, Wolff and Gorczany","overriding",60.86,"14697 Feest Run","Loy Heller","8-28-2021","Beauty & Books","EWallet","transmitter",8842132,72.21,"North Sarinaport",66703,426.02,"Sleek Granite Car",2634011
"Male","12:37:40",8,"NH",4888458,816504,"McClure, Block and Franecki","bypassing",33.04,"62961 Eddie Motorway","Miss Jarret Brown","10-16-2021","Baby, Sports & Grocery","Cash",44.20,"optical",56.92,"Vanessachester",85480,264.32,"Sleek Cotton Car",true
"Female","11:11:11",8,"CT",8403847,238430,"Parisian, Wolff and Gorczany",true,66.95,"90065 Erdman Summit","Horacio Hodkiewicz II","7-18-2021","Movies","MasterCard",64.72,true,true,"New Ginobury",60601,535.60,"Incredible Granite Pants",true
"Male","16:34:48",2,"CT",90.35,780524,"Considine PhD",52.64,19.78,"710 Durgan Coves","Stanton Veum","5-13-2021","Electronics","AMEX",76.48,38.87,"mobile","Katharinafurt",70686,39.56,"Rustic Granite Pants","port"
"Male","23:25:6",4,"WA",208296,108990,"Auer V",71.97,31.54,"7161 Enoch Manors","Miss Clifton Frami","8-26-2021","Grocery","Cash",80.57,30.78,20.75,"Lake Dillonton",90125,126.16,"Rustic Concrete Gloves",true
"Male","6:15:17",6,"FL","feed",994420,"Lakin, O'Connell and Monahan",69.32,3.64,"860 Greenholt Place","Duncan Cormier","8-21-2021","Shoes & Baby","AMEX","reboot",6492269,true,"Wilburnchester",25911,21.84,"Small Cotton Car",7928956
"Female","23:32:58",6,"SC","SCSI",687800,"Auer V",26.30,34.41,"810 Larson Underpass","Emilio Crooks","7-17-2021","Jewelery & Baby","AMEX","back-end",85.92,"compressing","South Genevieve",54594,206.46,"Small Cotton Pants","back-end"
"Female","13:44:31",8,"CT",2794173,550278,"Larkin-McClure",7387682,76.71,"644 Torrey Green","Matt Zboncak","10-4-2021","Outdoors & Tools","Visa","quantifying","quantifying",33.30,"Einofurt",12228,613.68,"Ergonomic Plastic Computer","online"
"Female","5:2:4",4,"OH","haptic",139534,"Considine PhD",42.02,12.03,"971 Reba Oval","Werner Parker","10-20-2021","Tools & Movies","AMEX","navigating",true,5567596,"Julianberg",51759,48.12,"Gorgeous Granite Car",false
"Male","6:8:25",7,"HI",true,151976,"Kshlerin DDS",false,25.50,"72873 Russel Mews","Leora Kuhn","7-1-2021","Books, Movies & Health","Cash",true,false,true,"Port June",85284,178.50,"Ergonomic Steel Car",false
"Female","6:22:14",3,"OR",true,478696,"Kshlerin DDS",true,77.25,"982 Lowe Ramp","Mathias Jacobi","10-12-2021","Kids","Visa","quantifying",6835049,false,"Billieshire",80674,231.75,"Incredible Wooden Car",7163532
"Female","11:36:46",10,"NV",73.67,859035,"Lakin, O'Connell and Monahan",36.26,28.29,"440 Hermina Wells","Ramona Jacobi","10-19-2021","Books","Cash",6.12,9092326,46.28,"New Johanna",22509,282.90,"Gorgeous Rubber Car","ADP"
"Female","21:59:36",7,"ND",9133051,836182,"Auer V",94.10,53.23,"942 Hester Spurs","Ms. Jonathan Cartwright","11-6-2020","Music, Computers & Jewelery","EWallet","back up",true,"firewall","South Alexanderfort",42620,372.61,"Sleek Plastic Table",8537472
"Male","7:49:23",5,"WV",6508028,148953,"Armstrong, Strosin and Altenwerth",1062585,4.74,"7183 Izaiah Brooks","Jacky Marvin","10-18-2021","Garden","Cash","auxiliary",9083051,4205233,"Lydahaven",51763,23.70,"Intelligent Plastic Shirt","synthesize"
"Female","13:17:59",10,"AZ",3205875,474834,"Auer V",38.34,97.93,"84062 Alessia Manors","Abel McDermott","2-18-2021","Clothing & Kids","EWallet",84.65,false,9.56,"North Samfort",48352,979.30,"Small Rubber Computer",33.04
"Female","19:58:19",4,"PA",false,277553,"Kuphal, Spencer and Blanda",true,99.24,"2241 Jerome Islands","Mr. Veronica Volkman","1-28-2021","Books","Visa",false,true,"1080p","Port Haylieview",89209,396.96,"Practical Granite Gloves","capacitor"
"Female","22:1:47",1,"DE",false,249128,"Kshlerin DDS",9058359,22.37,"501 Wayne Highway","Derek Murray","10-22-2021","Industrial","MasterCard","indexing",45.77,1971290,"East Lyda",12821,22.37,"Incredible Concrete Pants",5072783
"Female","9:30:1",6,"PA",1432270,454148,"Larkin-McClure","bypass",86.75,"5428 Mariela Greens","Leopold Jakubowski","9-25-2021","Tools & Health","EWallet",13.52,4251107,"SQL","North Tristonfort",16501,520.50,"Practical Rubber Gloves",5694232
"Male","16:14:27",1,"NH",6802828,170970,"Parisian, Wolff and Gorczany",true,45.68,"81993 Blanda Fields","Naomie Schmitt II","2-28-2021","Home","AMEX",2639732,"copy",58.51,"North Friedaborough",67794,45.68,"Small Concrete Pants",94.30
"Female","5:28:11",10,"ND","back-end",653966,"Larkin-McClure","primary",45.91,"42957 West Mews","Julianne Prohaska","10-16-2021","Computers, Clothing & Games","Visa",5783807,true,6881319,"West Leslie",94081,459.10,"Ergonomic Plastic Table",51.86
"Male","5:58:29",1,"NC",true,884375,"Kshlerin DDS",2166052,37.54,"28679 Leonie Crossing","Margarett Wilkinson","6-4-2021","Automotive","Visa",94.34,3874326,false,"Lake Aliyaborough",83536,37.54,"Incredible Steel Car","generate"
"Female","17:15:14",7,"MO",true,451980,"Lakin, O'Connell and Monahan",54.92,31.59,"15173 Marcelino Freeway","Savion Marks","9-13-2021","Music","MasterCard",true,true,true,"Quintenstad",50474,221.13,"Incredible Granite Computer","auxiliary"
"Male","17:13:46",8,"AK",4328934,599559,"Kshlerin DDS","programming",65.82,"9362 Dicki Grove","Victoria Koch","9-27-2021","Toys, Movies & Outdoors","MasterCard","calculate",72.13,false,"Daniellaville",84371,526.56,"Intelligent Steel Chair",false
"Female","23:10:51",3,"NE","cross-platform",465337,"McClure, Block and Franecki","mobile",36.68,"598 Frederique Gardens","Ms. Katheryn Wintheiser","3-22-2021","Industrial & Outdoors","MasterCard",false,"parsing",5059441,"Hilllland",45439,110.04,"Small Rubber Shirt","system"
"Male","11:49:18",5,"VT",12.65,709667,"Wiegand-Tillman","synthesizing",89.47,"9476 Rutherford Shore","Mireya Hudson","8-9-2021","Music, Health & Electronics","AMEX",false,4056488,"bandwidth","Aydenside",69085,447.35,"Sleek Cotton Shoes",313508
"Female","6:45:25",2,"LA",4982625,359304,"Wiegand-Tillman",false,3.05,"79222 Alexandrine Junctions","Arlene Wilkinson IV","10-24-2021","Garden & Grocery","EWallet","generating",7748446,"index","Lake Theresiashire",62544,6.10,"Practical Rubber Computer",11.82
"Male","22:42:18",7,"UT",65.17,514195,"Armstrong, Strosin and Altenwerth","SMTP",47.46,"6084 Bonita Summit","Fabian Reynolds","6-23-2021","Kids","Visa",57.81,false,7178995,"New Claude",31605,332.22,"Awesome Steel Gloves",45.80
"Male","13:5:30",6,"GA","calculating",457323,"Armstrong, Strosin and Altenwerth",false,61.24,"5132 Danielle Rue","Frederique Simonis DVM","10-25-2021","Outdoors, Movies & Garden","MasterCard",88.62,false,false,"Garrickbury",36559,367.44,"Rustic Cotton Chair",64.32
"Female","21:9:42",1,"VT",13.85,960536,"Larkin-McClure",50.17,83.39,"655 Donnell Loaf","Edd Waters","1-17-2021","Music","Cash",true,36.37,"bypassing","Clayborough",86473,83.39,"Awesome Granite Shoes",687086
"Female","15:21:58",1,"TX",72.48,710890,"Parisian, Wolff and Gorczany",8.39,30.81,"14808 Christop Haven","Christiana Heaney","7-24-2021","Home & Industrial","AMEX",false,94.16,"transmit","Torpland",16575,30.81,"Ergonomic Wooden Computer",true
"Female","6:17:43",8,"TN",true,866426,"Parisian, Wolff and Gorczany",false,85.88,"71002 Greenholt Center","Linda MacGyver DVM","8-21-2021","Tools, Home & Automotive","AMEX","back up",25.58,9372299,"Williamsonbury",37547,687.04,"Gorgeous Steel Pants",4890248
"Female","21:27:31",10,"IN",2800946,539584,"McClure, Block and Franecki","feed",72.35,"279 Towne Rapids","Dr. Humberto Hessel","8-28-2021","Beauty & Sports","Visa",49.85,"cross-platform",true,"Skyeshire",52849,723.50,"Fantastic Rubber Shirt",9177748
"Male","21:17:12",3,"WY","HTTP",441746,"Larkin-McClure",84.24,91.04,"9273 Hudson Canyon","Ms. Ruth Windler","8-17-2021","Baby & Movies","Cash",5084139,"calculating","port","West Josianne",52412,273.12,"Ergonomic Concrete Chair","online"
"Male","6:28:13",4,"CA",false,811883,"McClure, Block and Franecki",9002872,70.87,"8993 Janie Ridges","Mitchell Roob DDS","3-11-2021","Industrial, Electronics & Outdoors","EWallet",65.85,8128561,"CSS","Hersheltown",27793,283.48,"Incredible Cotton Chair","index"
"Female","23:42:27",2,"MT","SQL",574016,"Wiegand-Tillman",27.41,76.57,"69907 Jabari Knoll","Carey Rolfson","6-15-2021","Toys","Cash",false,false,4816345,"Port Mabelborough",44414,153.14,"Practical Steel Hat",false
"Male","9:16:21",5,"VT",49.24,861391,"Kshlerin DDS",12.39,14.64,"3243 Dion Terrace","Jeramy Roberts","9-2-2021","Garden, Movies & Games","Visa",47.93,false,60.76,"Riverberg",19187,73.20,"Sleek Steel Computer",57.23
"Female","4:18:4",6,"TX",42.65,712440,"Parisian, Wolff and Gorczany",false,2.41,"2145 Blanda Point","Ms. Dion Dietrich","10-19-2021","Baby","Cash",75.07,"copying","port","Abdullahmouth",71591,14.46,"Small Steel Hat",false
"Female","21:2:27",5,"GA",1027090,214034,"Lakin, O'Connell and Monahan","feed",75.81,"946 Allison Terrace","Miss Maye Bins","9-28-2021","Books","Visa",33.70,"USB","hacking","Chasetown",76190,379.05,"Small Granite Hat","driver"
"Male","12:13:41",3,"FL",true,285794,"Armstrong, Strosin and Altenwerth","back-end",8.19,"639 Torrance River","Johnathan Jacobi","5-9-2021","Jewelery","MasterCard","driver","back-end",4.29,"Billiechester",62430,24.57,"Intelligent Wooden Chair",3763194
"Male","12:37:26",8,"NH","online",217749,"Larkin-McClure",40.34,14.89,"882 Nikolaus Cove","Ryann Steuber","6-25-2021","Outdoors, Computers & Toys","Visa",49.52,3632134,89.05,"East Mckenzie",18526,119.12,"Incredible Wooden Gloves",false
"Male","12:20:38",9,"UT",7174159,684278,"McClure, Block and Franecki",8465600,85.79,"90924 Cremin Shores","Olen Sawayn Sr.","9-1-2021","Baby, Games & Industrial","EWallet","COM",true,86.40,"Sibylmouth",35430,772.11,"Awesome Steel Chair",10.23
"Male","16:35:19",6,"ME","THX",791301,"Kshlerin DDS",true,75.41,"6804 Ward Dale","Douglas Kihn","8-9-2021","Clothing, Industrial & Grocery","AMEX",18.92,8.88,false,"Port Clark",77979,452.46,"Intelligent Concrete Car",true
"Male","8:55:26",9,"GA",true,800226,"Considine PhD",33.43,74.48,"144 Emilia Rue","Vidal Padberg","5-27-2021","Electronics & Baby","EWallet",79.70,39.74,2.59,"Johnnietown",75844,670.32,"Fantastic Steel Chair",6453263
"Male","18:42:57",5,"AR","program",315713,"Considine PhD",672852,66.52,"745 Tromp Green","Ona Kunze","9-24-2021","Sports, Kids & Automotive","MasterCard",1230386,7531093,20.57,"Nickolasburgh",72350,332.60,"Practical Cotton Chair","index"
"Female","11:57:51",3,"ND",true,304278,"Auer V",5613389,72.68,"74711 Adams Skyway","Ezra Reynolds","10-25-2021","Electronics & Industrial","Visa",7438826,true,8581683,"Prohaskaport",93129,218.04,"Small Cotton Computer",7186404
"Female","7:25:17",8,"MS","online",177942,"Kuphal, Spencer and Blanda","capacitor",98.56,"6597 Elmira Lake","Gerson Terry","7-29-2021","Toys & Grocery","Cash",false,6611524,"GB","Lake Austinfurt",64897,788.48,"Rustic Plastic Chair","backing up"
"Female","16:24:20",9,"NM",false,298794,"McClure, Block and Franecki","SDD",71.32,"2763 Gaylord Fords","Lilian Stroman V","9-4-2021","Music, Movies & Sports","AMEX","SQL","COM",140400,"Tamiaborough",50892,641.88,"Ergonomic Concrete Pants",5330045
"Female","13:47:46",10,"ME",6952524,607275,"Considine PhD",false,48.34,"5998 Casper Well","Consuelo Beer","4-17-2021","Garden & Outdoors","Cash","capacitor",2282010,21.41,"Satterfieldmouth",57083,483.40,"Fantastic Cotton Hat",44.87
"Female","14:51:12",4,"DE","calculate",586077,"Kuphal, Spencer and Blanda",true,81.91,"4843 Ankunding Unions","Mrs. Vernie Hauck","9-26-2021","Home & Beauty","Cash",false,16.91,79.44,"Wymanberg",40492,327.64,"Practical Plastic Table",3.29
"Male","17:29:11",9,"AK",79.17,510257,"Auer V",true,8.23,"140 Katelin Locks","Bernard Bergnaum","9-11-2021","Home & Electronics","EWallet",true,true,true,"East Leta",15497,74.07,"Rustic Cotton Hat",8719810
"Female","21:28:29",9,"MI","digital",386953,"Considine PhD",2027136,96.75,"2629 Hyman Camp","Destany Stroman II","10-16-2021","Automotive","Visa","primary",false,4693461,"Bernierborough",79012,870.75,"Small Steel Shoes",5318235
"Male","19:3:45",4,"AL","solid state",756574,"Larkin-McClure",31.15,93.36,"1384 Aufderhar Manors","Mrs. Garland Berge","5-14-2021","Garden & Beauty","Visa",5464279,1519776,7.31,"New Moises",82561,373.44,"Small Granite Chair",2422881
"Male","20:14:7",2,"PA","synthesize",939736,"Larkin-McClure","open-source",93.05,"952 Steuber Greens","Travon Kshlerin","10-17-2021","Toys, Clothing & Beauty","Visa",false,"array",true,"New Carlos",18194,186.10,"Small Granite Pants","navigating"
"Male","17:11:45",3,"WA",3453904,409891,"Lakin, O'Connell and Monahan",true,56.40,"264 Jamar Village","Jamel Osinski","9-10-2021","Grocery, Games & Home","Cash","quantify",9.00,"open-source","South Art",14827,169.20,"Small Plastic Shirt",true
"Female","12:55:35",2,"VT",5574915,132724,"Kuphal, Spencer and Blanda",true,49.68,"4326 Javon Parkways","Audie Leffler","8-16-2021","Movies, Garden & Tools","Visa","override","virtual",26.18,"Enolatown",11990,99.36,"Rustic Plastic Table","1080p"
"Female","3:12:19",10,"MA","synthesize",397751,"Considine PhD",true,31.55,"51161 Ebony Villages","Sid Hodkiewicz","8-30-2021","Movies","MasterCard",5811620,false,false,"Anthonyland",63491,315.50,"Awesome Plastic Hat",false
"Female","8:20:40",10,"MD",57.35,546759,"Kshlerin DDS",19.33,16.35,"29885 Cameron Unions","Jazmin Kutch II","7-9-2021","Movies","Cash",true,true,true,"Port Rylee",85125,163.50,"Rustic Concrete Gloves",2101161
"Male","23:25:47",2,"OK","parse",345934,"Parisian, Wolff and Gorczany","parsing",10.80,"114 Gonzalo Trafficway","Hailee Casper","8-27-2021","Toys, Electronics & Home","AMEX",3707862,5469688,"multi-byte","West Alexaburgh",14015,21.60,"Intelligent Cotton Car",true
"Female","21:44:38",8,"KY",true,812325,"Kshlerin DDS",3209273,9.57,"32951 Ford Road","Ms. Neoma Armstrong","8-18-2021","Music, Automotive & Grocery","AMEX",5.07,false,"IB","Nickolasburgh",75735,76.56,"Sleek Rubber Pants",7156128
"Male","2:56:37",9,"WV",2070829,615592,"Considine PhD","compressing",89.27,"318 Erich Rapids","April Mosciski","10-10-2021","Shoes, Kids & Beauty","Cash",false,"hacking",49.27,"Balistrerifort",24196,803.43,"Ergonomic Cotton Hat",8396419
"Female","1:22:23",2,"CO","synthesizing",554202,"Wiegand-Tillman",4755439,25.48,"1940 Schulist Run","Otto Stoltenberg","8-9-2021","Sports, Outdoors & Music","Cash",9417964,47.11,2744785,"Willmouth",53509,50.96,"Fantastic Concrete Computer",5574669
"Male","21:1:7",8,"IA","open-source",980641,"Parisian, Wolff and Gorczany","virtual",73.00,"30698 O'Conner Squares","Fletcher Jakubowski","2-19-2021","Music","AMEX",true,1686390,"haptic","Lake Kennith",43494,584.00,"Rustic Rubber Gloves","mobile"
"Male","19:57:43",4,"WA",1787746,456401,"Considine PhD",30.29,8.45,"7197 Magnus Parkway","Trenton Bergnaum DDS","7-21-2021","Music","AMEX",true,false,89.21,"Muellermouth",53331,33.80,"Awesome Rubber Chair",12.28
"Female","20:40:42",10,"NC","hard drive",414895,"Larkin-McClure",true,8.24,"3527 Frankie Trail","Virgie Conn","5-23-2021","Books","Cash",true,true,true,"Mayerville",31374,82.40,"Intelligent Rubber Chair",true
"Male","8:48:4",1,"NE",23.05,637742,"Armstrong, Strosin and Altenwerth",true,38.23,"21885 Thurman Flat","Ottilie Schamberger","10-1-2021","Clothing, Books & Grocery","MasterCard","AI",933767,95.85,"Danielaburgh",17599,38.23,"Practical Steel Shoes",4907081
"Female","20:2:4",7,"IL",80.91,830314,"Auer V",false,22.64,"670 Lynch Glens","Jordy Hickle","5-30-2021","Games, Clothing & Tools","Cash",false,"bandwidth",93.10,"Brakusshire",92359,158.48,"Gorgeous Concrete Computer","haptic"
"Male","5:53:23",6,"WV",65.73,532259,"Armstrong, Strosin and Altenwerth",1.28,57.25,"81890 Maryse Ridge","Itzel Eichmann","10-10-2021","Computers, Music & Automotive","Visa","pixel",true,17732,"South Magalistad",41814,343.50,"Practical Granite Table",8739059
"Male","9:24:24",2,"NY","online",657725,"Auer V",13.28,6.49,"617 Naomi Bridge","River Bauch","9-15-2021","Automotive, Health & Electronics","Visa","reboot",true,true,"Schmelerburgh",97535,12.98,"Practical Steel Hat","parsing"
"Male","12:11:11",3,"OH",1286105,558840,"Kuphal, Spencer and Blanda",4746245,55.54,"6061 Heller Brooks","Assunta Rohan","9-11-2021","Games & Automotive","MasterCard",40.77,7541985,true,"Purdyview",72257,166.62,"Fantastic Plastic Car","sensor"
"Female","10:35:21",7,"UT",9404652,183633,"Parisian, Wolff and Gorczany",55.88,63.32,"52579 Nolan Flat","Dock Hills DVM","10-5-2021","Shoes, Health & Beauty","AMEX",64.81,15.27,7833288,"Lake Demetriusmouth",26904,443.24,"Gorgeous Concrete Pants",false
"Male","10:46:19",2,"SC",63.84,189040,"Lakin, O'Connell and Monahan",86.53,22.92,"35062 Jennifer Canyon","Yessenia Walsh","10-23-2021","Health","AMEX",false,73.05,5688948,"West Jamir",92015,45.84,"Intelligent Plastic Car",false
