City,system,hard drive,port,InvoiceId,system,State,Time,CustomerName,Date,ProductPrice,Address,alarm,Department,card,Store,Gender,Total,PostalCode,bandwidth,Quantity,Product,PaymentType
"Hassiechester",true,"open-source",13.85,377865,true,"VT","4:39:8","Miss Halie Johns","8-27-2021",42.48,"731 Fisher Springs","synthesize","Clothing",7820273,"Considine PhD","Male",297.36,83133,"hacking",7,"Intelligent Steel Car","AMEX"
"Loustad",510953,8606347,5478914,996781,7117542,"LA","11:21:9","Nina Mraz","10-14-2021",54.46,"7755 Nicolas Corners",9013871,"Music, Shoes & Baby",3783352,"Armstrong, Strosin and Altenwerth","Female",108.92,26966,"overriding",2,"Incredible Concrete Shirt","Visa"
"Port Devonton",8248527,"AI","USB",968924,7707939,"CO","11:28:19","Petra Gusikowski","10-9-2021",40.60,"271 Clair Lake",true,"Beauty",7392793,"Larkin-McClure","Female",324.80,21868,1.20,8,"Ergonomic Wooden Gloves","MasterCard"
"East Steve",53.45,13.82,2.87,251478,66.06,"IL","16:16:28","Kenny McCullough DVM","10-17-2021",40.68,"1222 Dax Port",62.49,"Industrial & Garden",25.49,"McClure, Block and Franecki","Male",162.72,71059,48.90,4,"Intelligent Rubber Car","EWallet"
"Rosenbaumchester",true,87.94,false,407500,false,"MA","20:42:59","Bernadette Hammes","7-26-2021",29.55,"318 Axel Creek",10.22,"Jewelery, Computers & Kids",72.95,"Considine PhD","Female",118.20,12506,"generating",4,"Intelligent Granite Gloves","Cash"
"Uptonland",5452386,36.03,9365621,785544,3707304,"NM","22:30:0","Gillian Fay","9-6-2021",40.73,"305 Stark Valleys","driver","Clothing, Shoes & Health",20.28,"Kshlerin DDS","Female",81.46,33985,false,2,"Gorgeous Plastic Pants","EWallet"
"Kuhnchester",93.11,3407765,1686739,948092,8.47,"KY","22:44:23","Creola Nader","4-5-2021",74.71,"5941 Stewart Locks","SAS","Music & Books",false,"Armstrong, Strosin and Altenwerth","Male",373.55,27286,3826991,5,"Small Cotton Chair","EWallet"
"East Jennieview","synthesize","mobile",66.80,658500,"SAS","WV","20:11:41","Dahlia Orn Jr.","6-22-2021",45.41,"6796 Anissa Mountain","firewall","Outdoors & Games","sensor","Larkin-McClure","Female",227.05,43232,5049211,5,"Rustic Plastic Pants","EWallet"
"Lake Sydnieside","hack",false,4643683,213744,"sensor","WI","15:34:37","Ms. Parker MacGyver","8-9-2021",32.76,"4793 Emard Manor",6353560,"Computers",false,"Armstrong, Strosin and Altenwerth","Male",65.52,88909,30.02,2,"Gorgeous Granite Shirt","Visa"
"East Cristobalbury",true,99.02,61.99,541804,true,"OK","12:45:8","Liza Ortiz","6-12-2021",56.70,"68154 Hansen Rue",true,"Movies & Music","bluetooth","McClure, Block and Franecki","Male",396.90,31978,8104069,7,"Small Rubber Shoes","Cash"
"New Doviebury",6.62,30.05,4476097,266010,79.85,"WY","9:25:56","Miller Hamill","9-15-2021",2.82,"839 Lockman Mountains",76.48,"Jewelery","programming","Parisian, Wolff and Gorczany","Male",8.46,95833,34.92,3,"Intelligent Steel Hat","Visa"
"East Frieda",909218,2178287,4205063,628440,7930328,"MI","19:50:41","Chanel McClure","7-23-2021",28.68,"460 Mabelle Squares",7664068,"Outdoors, Shoes & Computers",8146381,"Auer V","Male",114.72,15311,9249695,4,"Ergonomic Wooden Hat","Visa"
"Nikkifurt",true,"compressing",9229657,807671,true,"MI","5:15:2","Lorenzo Mueller","5-19-2021",32.21,"1311 Felicia Prairie",true,"Computers",2828253,"Considine PhD","Female",161.05,13536,"PNG",5,"Small Wooden Gloves","AMEX"
"Lake Nelletown",true,false,"input",991795,false,"OH","5:3:47","Dayton Rodriguez","7-22-2021",19.42,"24224 Adella Course",true,"Toys",97.77,"McClure, Block and Franecki","Male",135.94,12163,false,7,"Practical Plastic Pants","EWallet"
"North Kattie",70.30,33.23,96.36,700210,46.75,"MT","20:59:46","Mrs. Darren Hintz","4-3-2021",70.89,"3904 Fritsch Forge",true,"Books",true,"Parisian, Wolff and Gorczany","Male",425.34,99361,true,6,"Sleek Cotton Gloves","Cash"
"New Bernie",54.72,true,"card",364549,39.79,"MT","14:27:24","Alexis Rice","10-9-2021",85.19,"77254 Rodriguez Square",36.63,"Computers",99.80,"Kuphal, Spencer and Blanda","Female",596.33,43424,23.23,7,"Gorgeous Plastic Car","AMEX"
"Lake Wilfredmouth",false,62.06,false,307056,false,"OH","5:4:9","Christ Trantow","4-26-2021",25.04,"74462 Patrick Pine",4785381,"Garden & Jewelery",true,"Wiegand-Tillman","Male",250.40,78696,"cross-platform",10,"Intelligent Wooden Hat","MasterCard"
"Kleintown","back-end",true,1964292,114798,"SMTP","VT","18:54:52","Verlie Swaniawski","3-12-2021",57.80,"23644 Jennyfer Mill","FTP","Computers",5798607,"Auer V","Male",578.00,90899,7278258,10,"Intelligent Cotton Hat","MasterCard"
"Crooksbury",true,57.64,"synthesize",256573,true,"MD","6:28:23","Bell Gerhold Sr.","7-9-2021",70.98,"234 Joaquin Prairie",79.45,"Sports","FTP","Auer V","Male",283.92,72950,true,4,"Small Concrete Chair","Visa"
"Strackeland",true,51.09,9178877,988482,true,"MS","9:50:15","Koby Lehner","9-8-2021",65.04,"964 Daniel Crossroad",2005462,"Industrial",59.77,"Considine PhD","Female",455.28,24830,true,7,"Fantastic Wooden Shoes","EWallet"
"Wymanport",63.04,25.98,false,623435,84.61,"GA","0:5:10","Leif Mitchell","10-18-2021",12.24,"30670 Laverna Track",true,"Beauty, Health & Movies",true,"Kshlerin DDS","Male",48.96,28676,true,4,"Incredible Cotton Table","EWallet"
"Volkmanburgh",62.79,26.12,false,121493,38.86,"FL","3:48:2","Elliott Hayes Jr.","1-12-2021",87.75,"3596 Zack Neck",false,"Games, Industrial & Toys",37.54,"Auer V","Female",789.75,78686,"COM",9,"Rustic Wooden Gloves","MasterCard"
"Shaniemouth",true,true,7007125,344032,true,"AK","19:5:23","Edwardo Dach","10-16-2021",38.55,"3105 Reilly Extension",22.39,"Jewelery, Clothing & Movies",false,"McClure, Block and Franecki","Male",192.75,48229,"cross-platform",5,"Small Steel Shoes","MasterCard"
"Cornellchester",58.46,9386205,true,129502,44.31,"CT","14:43:53","Ms. Darrell Bartell","1-24-2021",54.75,"41924 Hollie Parkway","navigating","Kids",false,"Wiegand-Tillman","Male",219.00,13328,"XML",4,"Incredible Granite Chair","Visa"
"South Chloe",51.80,"reboot",true,338162,28.26,"SC","21:29:45","Heath Gerhold","4-23-2021",74.28,"954 Vandervort Mill",4149234,"Games, Books & Industrial","PCI","Auer V","Male",742.80,39380,true,10,"Ergonomic Wooden Car","MasterCard"
"Lake Christine",true,50.52,"synthesizing",220233,true,"NJ","7:17:28","Miss Pearlie Russel","9-9-2021",98.49,"1378 Beer Spur","monitor","Health, Garden & Baby",true,"Considine PhD","Female",492.45,41713,"GB",5,"Sleek Plastic Shoes","Visa"
"Fannymouth",8439645,true,57.48,972577,436220,"NM","6:5:59","Hilma Ferry PhD","6-18-2021",17.42,"9753 Brakus Fords",56.38,"Industrial","bluetooth","Lakin, O'Connell and Monahan","Male",69.68,67577,false,4,"Sleek Cotton Chair","AMEX"
"West Destinmouth",false,54.80,5.59,644785,true,"ME","13:18:25","Nellie Mills","10-15-2021",51.43,"95276 Conner Green",true,"Clothing & Beauty",54.56,"McClure, Block and Franecki","Female",411.44,76009,true,8,"Small Granite Table","AMEX"
"West Vernie",66.59,"parse",141929,208192,42.44,"FL","23:30:15","Burley Nader","5-12-2021",25.04,"5896 Hodkiewicz Groves","transmit","Home",1.86,"Larkin-McClure","Male",175.28,93079,38.22,7,"Incredible Wooden Pants","EWallet"
"Edenmouth",856150,true,5777451,790324,5760906,"WA","12:1:29","Mr. Justus Hand","10-24-2021",56.86,"449 Khalil Park",1914134,"Games & Electronics",86.12,"Considine PhD","Male",284.30,18542,7532441,5,"Ergonomic Granite Computer","AMEX"
"Kovacekmouth","port",24.54,"synthesizing",948315,"hacking","PA","11:25:47","Icie Predovic","9-10-2021",11.48,"81248 Hahn Underpass",46.32,"Garden",1857472,"Considine PhD","Male",80.36,41543,7950471,7,"Practical Steel Pants","Cash"
"Fritschfort","protocol","copying",31.06,371923,"digital","IA","10:38:56","Ivory Bechtelar","6-20-2021",85.88,"76776 Dicki Station",546672,"Garden","compressing","Wiegand-Tillman","Male",601.16,74147,"navigate",7,"Ergonomic Granite Shoes","Visa"
"Stiedemannborough",8266907,62.53,13.16,594171,3076786,"SC","14:26:52","Dr. Gideon Kozey","10-21-2021",31.15,"979 Sporer Stravenue",5261114,"Home, Industrial & Jewelery",501521,"Parisian, Wolff and Gorczany","Male",124.60,16226,7550436,4,"Awesome Plastic Pants","Cash"
"South Joshfurt","neural",27.74,true,579874,"monitor","OH","16:52:18","Elijah Auer V","5-9-2021",57.93,"3697 Jones Track",60.19,"Electronics, Music & Clothing","interface","Kshlerin DDS","Male",231.72,37556,8900098,4,"Ergonomic Granite Gloves","EWallet"
"Royceton",false,false,40.22,560909,false,"AL","10:55:54","Alden Walker","8-7-2021",57.89,"6546 Rice Mills",7206515,"Games",76.24,"Larkin-McClure","Female",173.67,72652,45.20,3,"Small Rubber Car","Visa"
"West Bennyport",true,74.84,37.24,506648,true,"NE","11:22:5","Cierra Strosin","9-23-2021",43.13,"24640 Hegmann Streets",4541342,"Industrial, Kids & Shoes",2359038,"McClure, Block and Franecki","Female",129.39,26885,448456,3,"Awesome Wooden Pants","Visa"
"Mylesburgh",73667,2233879,129972,146138,3155720,"NH","8:43:37","Narciso Tremblay IV","10-22-2021",60.35,"21707 Rico Centers","wireless","Kids & Clothing","port","Kshlerin DDS","Female",362.10,82564,2753746,6,"Small Granite Car","Cash"
"East Camrenmouth",9479086,true,true,226195,6316399,"NV","11:12:45","Darryl Krajcik V","8-28-2021",59.94,"1215 Talia Street","cross-platform","Grocery","bus","Kuphal, Spencer and Blanda","Female",359.64,45029,7155732,6,"Gorgeous Rubber Pants","Cash"
"Lake Zola",6721456,"generate",1710269,504779,7235181,"NH","22:58:16","Annabell Labadie","3-6-2021",80.29,"28944 Rosalinda Bypass",45.21,"Computers, Tools & Baby",7.15,"Considine PhD","Female",722.61,74457,true,9,"Incredible Rubber Shoes","AMEX"
"South Wilford",false,37.94,6406832,840194,false,"MT","3:33:3","Alexander Ortiz","7-16-2021",25.15,"39303 Cole Wall","back-end","Jewelery",false,"Kuphal, Spencer and Blanda","Male",150.90,85877,2501422,6,"Incredible Concrete Car","AMEX"
"Lonnyborough",4367566,8909424,"ADP",358900,8763159,"MS","2:28:59","Rogelio Willms","4-25-2021",59.09,"8447 Schulist Port",7579737,"Automotive & Games",45.49,"Kuphal, Spencer and Blanda","Female",413.63,24754,88.63,7,"Sleek Wooden Gloves","Visa"
"East Gudrunport",9090200,"copying","navigate",891473,543683,"GA","13:33:18","Alan Wunsch","10-9-2021",96.52,"2803 Lelia Stravenue",0.25,"Shoes, Movies & Games",5567855,"Auer V","Female",675.64,13090,5.95,7,"Ergonomic Plastic Table","MasterCard"
"New Amarastad",false,15.14,24.55,567273,false,"AR","17:33:30","Van Hoppe","8-13-2021",89.36,"1103 Steuber Ramp",17.47,"Baby, Shoes & Home",80.04,"Larkin-McClure","Male",268.08,90109,23.10,3,"Gorgeous Rubber Table","MasterCard"
"Cristport",true,false,22.04,381220,true,"WV","6:31:49","Cyrus Batz","5-16-2021",8.64,"413 Phoebe Overpass","compress","Baby, Sports & Health",false,"Armstrong, Strosin and Altenwerth","Female",69.12,48595,"virtual",8,"Intelligent Cotton Car","Visa"
"Coleshire",60.11,6994383,4736346,513498,30.39,"OH","19:44:28","Beaulah Emard","10-6-2021",10.17,"50579 Jaylon Forge",8052710,"Computers, Jewelery & Tools",true,"Armstrong, Strosin and Altenwerth","Male",40.68,55726,9251932,4,"Awesome Rubber Hat","EWallet"
"Vonburgh",8030624,9204368,92.36,716368,713461,"DE","12:23:13","Chance Kovacek","8-16-2021",67.22,"406 Rogers Fork","generate","Sports, Jewelery & Clothing",1779485,"Considine PhD","Male",336.10,82347,false,5,"Sleek Plastic Chair","EWallet"
"Wittingside",true,13.18,73.10,766820,true,"CA","10:14:53","Miss Layla Trantow","9-29-2021",56.14,"9412 Schaden Views",false,"Games",false,"Kshlerin DDS","Female",336.84,31479,6424159,6,"Awesome Granite Pants","MasterCard"
"New Maetown","navigate",6.90,67.32,480883,"digital","NH","8:22:45","Cassandre Beier","5-3-2021",41.51,"670 Parisian Shoal",false,"Clothing","SMS","Parisian, Wolff and Gorczany","Female",373.59,92797,93.76,9,"Practical Granite Computer","AMEX"
"North Larissaton",68034,8235354,true,750367,2960553,"OR","2:50:36","Bert Upton","9-25-2021",23.92,"7356 Lowe Garden",true,"Health",89.04,"Kuphal, Spencer and Blanda","Female",167.44,97996,24.99,7,"Practical Granite Table","EWallet"
"Kirlinport",37.71,true,true,529722,23.36,"OR","8:44:58","Jaylon Cummerata","7-13-2021",84.41,"30291 Russel Island",true,"Kids",true,"Wiegand-Tillman","Female",675.28,79558,true,8,"Awesome Granite Shirt","EWallet"
"Toyborough",95.02,45.84,false,519993,71.08,"MS","23:36:46","Marlee Brakus","4-18-2021",67.22,"7607 Jordy Crest",true,"Baby & Books","parse","Auer V","Female",537.76,35756,true,8,"Ergonomic Rubber Hat","Visa"
"Lehnerberg",43.13,66.16,true,984208,18.27,"NE","2:28:29","Hazel Bahringer","4-21-2021",43.39,"451 Maybell Inlet",42.12,"Movies & Jewelery",78.48,"Considine PhD","Male",130.17,36232,1.55,3,"Sleek Cotton Table","Visa"
"Lake Adolphus",true,true,6772321,356241,false,"MD","8:46:53","Abigail Stanton III","9-6-2021",37.11,"62936 Dorian Isle",89.26,"Garden & Clothing","backing up","Lakin, O'Connell and Monahan","Male",148.44,97636,58.82,4,"Ergonomic Cotton Computer","EWallet"
"Caleborough","application",false,"feed",785258,"array","FL","12:17:15","Alexie Mayert","4-26-2021",12.75,"230 Harrison Valleys","cross-platform","Jewelery & Tools",false,"Larkin-McClure","Female",76.50,41928,"solid state",6,"Fantastic Concrete Gloves","Cash"
"Consuelobury","SMS",true,false,212430,"input","TN","1:10:22","Mrs. Sidney Feest","7-4-2021",24.94,"8408 Deckow Locks","SDD","Toys","matrix","Lakin, O'Connell and Monahan","Male",49.88,99545,5758723,2,"Fantastic Wooden Car","AMEX"
"Alfredbury",66.84,4887567,9428568,257690,78.69,"OR","8:43:35","Vance Parker III","10-3-2021",42.31,"95225 Josephine Points","override","Tools & Games",38.89,"McClure, Block and Franecki","Male",338.48,36347,true,8,"Awesome Granite Table","EWallet"
"Port Natasha",14.38,76.91,false,403528,26.40,"NM","8:55:35","Maude Wilderman","10-15-2021",36.08,"4450 Luz Bypass",23.62,"Computers",85.99,"Kshlerin DDS","Male",288.64,39801,false,8,"Rustic Rubber Shirt","MasterCard"
"Balistreritown",98.81,false,false,709774,0.88,"WI","1:56:40","Dr. Darrell Dare","10-20-2021",14.17,"3887 Julien Motorway",false,"Grocery",false,"Larkin-McClure","Female",14.17,82257,"back-end",1,"Gorgeous Concrete Chair","Visa"
"Lake Eldatown",1690906,"connecting",true,480152,7042315,"KS","18:39:26","Elwyn Cremin","10-14-2021",23.51,"667 Wiegand Garden",45.24,"Automotive & Music",8.18,"Kuphal, Spencer and Blanda","Male",23.51,19539,6364549,1,"Incredible Granite Hat","Visa"
"East Alvatown","solid state","connect","matrix",204373,"pixel","MA","18:36:3","Savannah Schmeler","10-5-2021",69.91,"8081 Oliver Creek",true,"Music",3149623,"McClure, Block and Franecki","Male",419.46,68774,380169,6,"Incredible Steel Gloves","MasterCard"
"Camillaport","circuit",91.37,"backing up",808090,"back up","PA","17:43:56","Deja Bins DVM","9-4-2021",44.48,"785 Jazmyn Lock",6386246,"Industrial & Automotive","1080p","McClure, Block and Franecki","Female",355.84,89337,"synthesizing",8,"Fantastic Granite Gloves","AMEX"
"West Madelinebury",false,411109,1.48,828671,false,"LA","20:52:39","Ms. Adriel Stamm","5-24-2021",8.35,"483 Taurean Locks",false,"Baby, Games & Beauty","generating","Armstrong, Strosin and Altenwerth","Female",83.50,45128,808798,10,"Small Steel Table","Cash"
"Shanahanchester",36.47,true,51.54,140982,14.21,"NH","21:21:56","Bell Kris","9-18-2021",18.58,"81030 Koch Inlet",1144105,"Outdoors, Baby & Clothing",38.30,"Considine PhD","Female",74.32,52147,false,4,"Intelligent Concrete Shirt","EWallet"
"Bernierchester",57.44,false,"online",264604,6.02,"FL","9:59:27","Mervin Willms","9-10-2021",94.43,"1614 Ali Knoll",29.43,"Books",6238529,"Parisian, Wolff and Gorczany","Male",188.86,68222,2273673,2,"Rustic Steel Pants","MasterCard"
"Port Justen","synthesizing",true,"hacking",629047,"programming","UT","6:10:43","Miss Amalia Fahey","3-18-2021",85.18,"678 Carrie Summit",50.94,"Movies",6136585,"Auer V","Male",596.26,15245,384466,7,"Incredible Concrete Shirt","Cash"
"Greenholtshire","quantifying","synthesize",false,653862,"hack","MA","21:57:17","Josephine Goyette","4-11-2021",46.33,"293 Reta Drive",94.42,"Beauty, Tools & Movies",57.86,"Kshlerin DDS","Male",324.31,62607,93.46,7,"Rustic Rubber Chair","Visa"
"Port Fern","transmit","IB",true,703186,"input","NE","9:59:48","Mrs. Fiona Goldner","10-17-2021",20.89,"47295 Olaf Plaza","index","Health & Electronics","compressing","Parisian, Wolff and Gorczany","Female",188.01,28713,1.35,9,"Ergonomic Wooden Car","MasterCard"
"West Daniellemouth",false,41.34,true,572360,false,"KY","5:5:16","Micaela Breitenberg","9-13-2021",71.27,"4530 Dach Course",true,"Clothing, Kids & Movies",49.67,"Wiegand-Tillman","Female",712.70,56760,false,10,"Small Rubber Hat","AMEX"
"Maryamtown",true,28.34,"TCP",295585,true,"FL","5:18:57","Reyna Stokes","5-26-2021",95.36,"80559 Ledner Brooks",46.91,"Movies & Jewelery",96.76,"Lakin, O'Connell and Monahan","Male",572.16,39298,33.13,6,"Practical Granite Shoes","Cash"
"Marielaside",true,"navigating",3503525,686047,true,"OR","14:41:51","Joel Lockman DDS","7-29-2021",64.47,"269 Gutkowski Gateway",5208458,"Toys & Kids",6129123,"Kuphal, Spencer and Blanda","Female",257.88,22027,"JSON",4,"Awesome Steel Computer","AMEX"
"Wintheisershire",33.23,7784117,5505186,730980,6.26,"AZ","12:11:13","Miss Eveline Goldner","8-14-2021",12.80,"4647 Kreiger Center","quantifying","Health & Music",450681,"Kuphal, Spencer and Blanda","Female",115.20,83945,1456167,9,"Rustic Wooden Gloves","EWallet"
"West Antonina",498740,9338195,false,928013,634311,"IL","9:30:14","Ms. Ronny Mitchell","9-26-2021",97.07,"53003 Wisoky Extensions",50.25,"Toys",3020955,"Kshlerin DDS","Male",388.28,46433,6923110,4,"Incredible Plastic Shirt","AMEX"
"Floriantown",1162907,3180567,12.01,488504,8302720,"IL","10:38:57","Sid Dach","8-20-2021",90.34,"10681 Wintheiser Lock",8917541,"Kids",60.27,"Auer V","Female",271.02,78269,true,3,"Incredible Concrete Gloves","Visa"
"Brendanstad",73.09,2872324,true,976801,49.36,"NC","4:36:37","Martina Stiedemann","10-3-2021",85.32,"4458 Jaskolski Hills",1369531,"Music, Jewelery & Games",1851212,"Considine PhD","Female",255.96,77332,68.40,3,"Gorgeous Wooden Pants","AMEX"
"Jordaneshire",20.26,83.79,"redundant",413607,96.28,"WV","19:56:33","Guy Kreiger","4-25-2021",56.69,"35987 Lorine Trail",false,"Garden & Computers",91.89,"Kuphal, Spencer and Blanda","Female",566.90,66953,3943068,10,"Intelligent Concrete Computer","MasterCard"
"Carolinechester","pixel",7575840,true,239163,"circuit","IN","5:57:16","Karine Harvey","10-3-2021",38.96,"8599 Blanda Lock",20.97,"Games & Kids",6817304,"McClure, Block and Franecki","Female",272.72,69328,8334940,7,"Sleek Cotton Shoes","AMEX"
"East Ryleigh","open-source","copying",true,951854,"primary","MO","2:48:28","Ernesto Kub","8-14-2021",95.67,"11511 Reid Spur",68.30,"Home",6632070,"Lakin, O'Connell and Monahan","Male",765.36,87880,7773680,8,"Awesome Rubber Computer","Visa"
"Hansenhaven","bypass",true,"firewall",228988,"copying","MO","6:29:46","Catharine Auer","6-2-2021",28.32,"622 Marquardt Streets",true,"Sports","hack","Kshlerin DDS","Male",56.64,15021,false,2,"Gorgeous Plastic Shirt","MasterCard"
"South Caterina","transmitting",true,"index",671283,"hack","LA","7:40:55","Robin Hartmann","5-25-2021",67.13,"2663 Runte Tunnel","hacking","Beauty","bus","Kshlerin DDS","Female",402.78,94215,true,6,"Awesome Plastic Table","Visa"
"Cassinborough",2497420,8.13,71.28,682485,1972829,"MA","11:32:45","Lorna Rowe","5-19-2021",7.56,"45400 Sydney Turnpike",6983514,"Sports & Industrial",false,"Parisian, Wolff and Gorczany","Female",22.68,16812,40.39,3,"Incredible Wooden Chair","AMEX"
"West Kody",93.01,55.75,18.23,873873,78.22,"MO","13:16:54","Annie Pfannerstill","9-15-2021",98.96,"1402 Xavier Corner",true,"Music, Automotive & Toys",false,"McClure, Block and Franecki","Male",989.60,22488,true,10,"Awesome Granite Car","EWallet"
"South Napoleon","parse","CSS","system",151796,"XML","CA","5:7:54","Emmett Haag","8-27-2021",37.53,"30921 Anjali Lights",8982718,"Electronics, Books & Music",false,"Larkin-McClure","Female",112.59,91360,4692753,3,"Rustic Wooden Hat","EWallet"
