hard drive,PaymentType,bandwidth,State,Quantity,City,capacitor,pixel,CustomerName,Department,PostalCode,Date,Time,application,Address,Total,InvoiceId,Product,Store,ProductPrice,Gender
true,"AMEX",85.08,"NC",7,"Elmerberg",false,70.92,"Talon Nitzsche","Grocery",66936,"10-24-2021","9:22:3",67.36,"3432 Hyatt Summit",488.46,865994,"Sleek Steel Computer","Kuphal, Spencer and Blanda",69.78,"Male"
93.48,"AMEX","digital","WY",6,"North Corinefurt",true,"calculating","Mrs. Alfonso Predovic","Baby",81230,"7-4-2021","8:2:34",5559533,"28912 Jaskolski Haven",12.18,571924,"Small Wooden Gloves","Lakin, O'Connell and Monahan",2.03,"Male"
9468113,"AMEX",58.21,"ND",1,"Stammberg",5329857,"mobile","Mrs. Merle Champlin","Home & Games",25679,"8-30-2021","18:29:27","AGP","194 Jones Pine",51.27,508441,"Practical Rubber Car","Lakin, O'Connell and Monahan",51.27,"Female"
true,"Cash","connect","NV",6,"Thielland","cross-platform",61.86,"Rollin Lakin","Home",60762,"5-30-2021","21:36:27",true,"94327 Cormier Landing",564.00,170999,"Awesome Plastic Computer","Auer V",94.00,"Female"
"back up","Visa","driver","OR",7,"Allyland","hack",true,"Joannie Wiza DDS","Health, Sports & Kids",85588,"3-31-2021","18:34:11",99.54,"94786 Ismael Manors",695.87,208915,"Fantastic Rubber Gloves","Auer V",99.41,"Male"
true,"EWallet",1461414,"NM",6,"South Elyssa",697900,"interface","Rasheed Wiegand MD","Automotive, Toys & Electronics",41319,"2-25-2021","20:50:41",30.90,"8313 Selmer Throughway",122.16,162820,"Fantastic Cotton Chair","Parisian, Wolff and Gorczany",20.36,"Female"
"hack","Cash",false,"NH",6,"Port Kyliechester",39.80,76.14,"Ruthie O'Reilly V","Music, Industrial & Baby",25013,"7-31-2021","7:53:20",false,"640 Gene Keys",165.90,539763,"Awesome Concrete Shoes","Auer V",27.65,"Female"
false,"Cash",48.15,"CO",7,"East Geraldine",45.03,5.24,"Bettie Robel","Electronics",29679,"6-1-2021","21:45:45",4.42,"76940 Audra Green",252.84,217886,"Sleek Steel Computer","Larkin-McClure",36.12,"Female"
26.91,"AMEX",false,"AZ",6,"New Onamouth","hacking","primary","Desiree Lehner","Movies",42869,"6-5-2021","8:25:49","1080p","33187 Ebba Highway",60.72,695695,"Practical Concrete Pants","Kshlerin DDS",10.12,"Male"
true,"Cash","card","UT",4,"Abigayletown",true,4830016,"Reid Leffler","Electronics, Automotive & Games",73306,"12-25-2020","5:22:4",true,"881 Barrows Shore",289.12,688041,"Practical Rubber Chair","Considine PhD",72.28,"Male"
"quantifying","Visa",62.42,"RI",9,"Schadenhaven","cross-platform","bus","Donna Kuvalis","Books, Computers & Movies",56707,"10-19-2021","4:16:9",false,"24568 Waters Falls",153.54,495812,"Ergonomic Concrete Computer","Armstrong, Strosin and Altenwerth",17.06,"Female"
1459941,"Cash",4377175,"NM",7,"North Zariaton","multi-byte",5117979,"Dr. Bennett Swaniawski","Jewelery",36634,"3-2-2021","1:22:35",3424725,"112 Goyette Divide",469.14,217929,"Sleek Steel Shoes","McClure, Block and Franecki",67.02,"Male"
5004088,"EWallet","feed","AZ",9,"North Arturo","protocol",95.27,"Kyra Windler","Music & Sports",89566,"2-10-2021","6:46:43",3111270,"547 Wyman Springs",149.94,788147,"Small Plastic Hat","Considine PhD",16.66,"Male"
1055278,"AMEX","wireless","NY",5,"West Cassandra",false,"transmitting","Kyra Rempel","Computers & Outdoors",24544,"5-20-2021","8:4:30",true,"45960 Moore Island",146.50,400608,"Sleek Wooden Computer","Parisian, Wolff and Gorczany",29.30,"Female"
85.52,"EWallet",true,"CA",4,"West Uriah",71.36,7.73,"Camilla Daugherty","Sports, Automotive & Jewelery",50470,"4-24-2021","4:9:53","copying","914 Laisha Ville",123.16,995828,"Ergonomic Rubber Shirt","Wiegand-Tillman",30.79,"Male"
true,"MasterCard","AGP","IN",2,"Chestertown",59.57,true,"Micah Metz","Garden & Automotive",77828,"9-23-2021","11:46:50",false,"422 Denesik Alley",81.28,225512,"Awesome Steel Pants","Armstrong, Strosin and Altenwerth",40.64,"Female"
false,"EWallet",47.84,"IN",5,"Wandaberg",44.30,6.32,"Lenna Wolff","Games, Movies & Jewelery",97691,"5-2-2021","20:41:10","THX","747 Vivian Forge",272.30,252504,"Sleek Plastic Table","Larkin-McClure",54.46,"Male"
52.30,"Cash",6058649,"KY",3,"South Maybellstad",84.71,"calculating","Lolita Blick","Automotive & Beauty",53226,"1-30-2021","2:8:47",7135376,"13005 Max Port",63.03,384167,"Ergonomic Wooden Table","Considine PhD",21.01,"Male"
"PCI","AMEX",92.81,"MN",8,"South Candelario",true,75.89,"Miss Dejah Luettgen","Electronics, Baby & Beauty",48996,"1-8-2021","2:45:59",7953710,"72620 Reichert Plaza",544.64,776642,"Small Granite Chair","Larkin-McClure",68.08,"Female"
186281,"MasterCard","cross-platform","RI",7,"Lake Rashad","backing up","connect","Alfonso Fahey","Toys",63907,"6-2-2021","0:50:46","firewall","3744 Schimmel Overpass",163.87,741915,"Ergonomic Concrete Table","Larkin-McClure",23.41,"Female"
4789484,"MasterCard","capacitor","IN",10,"Hilpertchester",36.18,95.64,"Christiana Boehm","Health, Music & Beauty",19852,"6-15-2021","23:1:3",7708919,"306 Jensen Glen",181.80,932868,"Rustic Rubber Pants","Armstrong, Strosin and Altenwerth",18.18,"Male"
"hard drive","MasterCard",true,"RI",2,"Myriammouth",3.93,66.84,"Celestine Simonis","Beauty & Jewelery",13434,"7-23-2021","23:43:6",true,"503 Bill Stream",161.08,690214,"Sleek Plastic Shirt","Armstrong, Strosin and Altenwerth",80.54,"Female"
"copy","AMEX",7645602,"OK",1,"Virginiashire",true,7792801,"Miss Vinnie O'Connell","Tools, Industrial & Clothing",43112,"8-1-2021","22:47:21",false,"230 Aubree Passage",98.79,561639,"Fantastic Wooden Hat","McClure, Block and Franecki",98.79,"Female"
true,"EWallet",false,"NV",9,"East Myrticeside",43.36,true,"Paige Senger","Toys & Grocery",67986,"1-25-2021","3:17:9",2.75,"34758 Daugherty Parkway",51.12,279214,"Intelligent Plastic Shoes","Auer V",5.68,"Male"
true,"EWallet",816105,"AR",10,"Arvillaland",true,34.50,"Miss Nikki Sipes","Kids",92152,"10-14-2021","2:9:17",31.39,"940 Sherman Islands",72.50,214533,"Ergonomic Granite Car","McClure, Block and Franecki",7.25,"Female"
56.97,"Visa","AI","VA",5,"Port Jamartown",16.39,79.14,"Mrs. Jayce Shanahan","Jewelery",58900,"11-7-2020","21:9:48","SCSI","37260 Wisozk Overpass",55.65,473343,"Rustic Concrete Car","Larkin-McClure",11.13,"Male"
false,"Cash",21.25,"HI",7,"Lake Andy",true,"GB","Columbus Hauck","Automotive",99574,"10-25-2021","7:44:21",4668342,"9297 Pfeffer Estates",567.63,198722,"Small Rubber Hat","Parisian, Wolff and Gorczany",81.09,"Female"
"quantify","MasterCard",false,"ID",7,"South Elmira","JBOD",3376540,"Bert Hayes","Automotive",93790,"4-8-2021","2:38:41",false,"981 Diana Gardens",646.66,120069,"Small Granite Shoes","Auer V",92.38,"Female"
8844796,"MasterCard",2491653,"KY",8,"West Felton",23.54,"programming","Miss Dean Kutch","Clothing",74392,"9-17-2021","20:46:17","SSL","3955 Stracke Locks",192.88,425380,"Awesome Steel Table","Kuphal, Spencer and Blanda",24.11,"Male"
3.64,"AMEX",65.99,"AR",10,"Bellfort",7351787,false,"Jevon Schultz DDS","Outdoors & Books",14693,"10-1-2021","5:3:33",4518984,"827 Gilbert Islands",903.30,935618,"Practical Granite Shoes","McClure, Block and Franecki",90.33,"Female"
false,"EWallet",false,"MT",4,"Casimirfort",70.08,true,"Santa Gutkowski","Electronics",41717,"8-7-2021","15:17:11",true,"6778 Alek Parkway",19.48,677342,"Sleek Wooden Pants","Auer V",4.87,"Female"
"program","MasterCard",4472543,"VT",1,"Abbotthaven",false,61.65,"Dr. Judah Larkin","Electronics",77498,"7-3-2021","19:19:52",3730770,"88059 Konopelski Cliff",65.48,575709,"Rustic Granite Table","Parisian, Wolff and Gorczany",65.48,"Female"
10.31,"Visa",46.47,"FL",9,"New Cyrusview",false,59.29,"Marianna Donnelly III","Automotive",24930,"10-17-2021","21:4:46",true,"579 Wunsch Cliff",338.22,684257,"Sleek Granite Shoes","Lakin, O'Connell and Monahan",37.58,"Female"
2057276,"Cash",85.22,"WI",5,"South Leanne","hack","connecting","Corine Davis","Beauty & Health",61490,"7-11-2021","3:18:20",53.40,"188 Boyle Street",139.35,649311,"Intelligent Concrete Chair","Kuphal, Spencer and Blanda",27.87,"Male"
63.64,"Cash","auxiliary","WV",7,"East Destinimouth",506236,"navigating","Mr. Abelardo Wilkinson","Beauty",81734,"10-5-2021","20:0:21",7900279,"392 Lenora Freeway",73.57,202156,"Fantastic Granite Pants","Wiegand-Tillman",10.51,"Male"
3565499,"EWallet","pixel","DE",7,"West Robert","synthesizing","connect","Erwin Hand","Beauty & Industrial",94972,"12-17-2020","12:5:33",true,"770 Gregorio Court",39.83,121723,"Sleek Cotton Gloves","McClure, Block and Franecki",5.69,"Female"
7200191,"Cash","backing up","SD",2,"Port Madalynfort",8345627,false,"Marques Fritsch IV","Electronics, Toys & Jewelery",30522,"9-30-2021","6:50:8","SAS","30540 Jerde Cliff",176.44,279980,"Small Rubber Chair","Parisian, Wolff and Gorczany",88.22,"Male"
false,"Cash","array","WI",6,"North Margeberg",true,36.02,"Mr. Kasandra Krajcik","Shoes, Tools & Kids",83272,"8-16-2021","8:55:11",true,"20028 Willy Spring",557.58,975879,"Awesome Granite Table","Auer V",92.93,"Male"
45.63,"EWallet",true,"ID",9,"Port Chelsey",4.43,false,"Ms. Margarett Feil","Computers",11225,"5-20-2021","0:49:8",3.37,"257 Welch Alley",226.98,516920,"Intelligent Granite Chair","Wiegand-Tillman",25.22,"Female"
false,"AMEX",false,"UT",7,"West Chaim",true,35.87,"Miss Lucienne Nienow","Beauty",91712,"6-26-2021","9:3:40",72.23,"818 Bernhard Lane",188.58,845063,"Ergonomic Wooden Hat","Considine PhD",26.94,"Female"
84.65,"Cash",20.51,"DE",7,"Stoltenbergport",false,6.72,"Eddie Lakin","Outdoors",34993,"10-11-2021","0:40:3","mobile","3386 Runte Trafficway",199.85,835595,"Intelligent Plastic Pants","Lakin, O'Connell and Monahan",28.55,"Male"
263085,"Cash",6156431,"TN",5,"Starkfort","hacking",8746588,"Pink Waters","Jewelery, Games & Electronics",22351,"10-13-2021","8:15:53",1345242,"9322 Schimmel Court",49.55,594217,"Ergonomic Granite Hat","Lakin, O'Connell and Monahan",9.91,"Female"
3130251,"MasterCard",true,"WV",1,"Hoegerbury","navigating",43.34,"Alfreda Miller","Toys, Clothing & Home",16149,"8-1-2021","18:44:14","quantify","4939 Medhurst Rue",39.91,459109,"Incredible Wooden Shoes","Lakin, O'Connell and Monahan",39.91,"Male"
true,"Visa",4263649,"NY",8,"Volkmanmouth",6705751,6108894,"Federico Romaguera","Tools",61391,"2-8-2021","2:8:36",1736240,"951 Reichert Ramp",390.48,243363,"Ergonomic Concrete Shoes","Armstrong, Strosin and Altenwerth",48.81,"Male"
33.59,"Cash",false,"KY",3,"South Tiannaport",4849776,"connecting","Zakary Boehm","Outdoors",95533,"10-20-2021","2:34:59",8799221,"836 Marilie Mountains",194.07,450290,"Sleek Granite Gloves","Armstrong, Strosin and Altenwerth",64.69,"Female"
true,"MasterCard","CSS","TN",7,"South Martinmouth",24.44,true,"Janiya Langosh","Electronics & Industrial",27409,"8-8-2021","11:21:2","program","485 Blanca Key",180.39,139304,"Sleek Granite Shirt","Considine PhD",25.77,"Female"
1575139,"AMEX",29.83,"LA",9,"East Alberta",true,28.93,"Camila Bode","Grocery, Health & Toys",99149,"8-13-2021","6:47:15",true,"93988 Bergnaum Stravenue",729.00,616443,"Awesome Granite Table","Parisian, Wolff and Gorczany",81.00,"Female"
true,"MasterCard",74.06,"MS",4,"Anastasiamouth",71.31,34.24,"Brandyn Kuhn","Baby & Books",17312,"7-21-2021","3:2:46",true,"373 Lorena Crossroad",77.40,677680,"Awesome Steel Chair","Kshlerin DDS",19.35,"Male"
79.67,"AMEX",76.35,"MI",9,"Lake Theresa","bluetooth",75.06,"Ellie Jaskolski Jr.","Grocery",20143,"10-23-2021","21:30:5",true,"8759 Anderson Circle",375.12,315164,"Ergonomic Plastic Chair","Auer V",41.68,"Female"
643765,"AMEX",2820535,"DE",10,"New Gageville",true,"cross-platform","Maxime Pouros I","Baby",61950,"6-22-2021","14:48:21","SMTP","77544 Wilford Loaf",748.50,655227,"Gorgeous Plastic Car","Armstrong, Strosin and Altenwerth",74.85,"Male"
2282977,"AMEX",551724,"VA",4,"Port Della",3611810,9393324,"Adalberto Bode","Clothing, Movies & Books",19191,"5-9-2021","13:3:0","neural","89490 Bridgette Junction",270.60,718721,"Rustic Concrete Table","McClure, Block and Franecki",67.65,"Male"
"FTP","MasterCard",0.52,"DE",6,"New Armandoport",true,9034454,"Veronica Wilderman","Jewelery, Health & Grocery",46380,"9-26-2021","15:24:2","system","471 Myrtie Mountains",229.68,918472,"Sleek Steel Chair","Wiegand-Tillman",38.28,"Male"
false,"EWallet",6945005,"FL",2,"Bellemouth",2483577,9329372,"Hal Witting","Health & Industrial",44581,"10-1-2021","7:23:25",true,"926 Nestor Valleys",129.80,111352,"Practical Cotton Shoes","Larkin-McClure",64.90,"Male"
65.22,"EWallet",true,"MO",10,"Mariamouth",false,86.97,"Brandon Considine","Books & Baby",68670,"9-13-2021","22:45:11",83.85,"25104 Kane Wall",18.30,180117,"Ergonomic Steel Shoes","Wiegand-Tillman",1.83,"Female"
82.96,"AMEX",false,"CT",2,"Aricfurt",true,1.38,"Mrs. Erling Rolfson","Automotive",87708,"5-16-2021","6:18:46",24.66,"49162 Gibson Drive",141.30,334495,"Practical Rubber Gloves","Armstrong, Strosin and Altenwerth",70.65,"Female"
true,"AMEX","microchip","FL",7,"Catharinefurt","optical",false,"Brenna Beer","Industrial",92922,"8-24-2021","0:8:52",69.11,"505 Kacie Mountain",118.09,743859,"Gorgeous Rubber Shoes","Larkin-McClure",16.87,"Female"
7075982,"AMEX",false,"AR",1,"West Damonstad",7949312,"cross-platform","Sherwood Weissnat","Outdoors & Garden",44909,"9-7-2021","3:4:44",71.20,"665 Kurt Avenue",85.27,364489,"Rustic Rubber Table","Wiegand-Tillman",85.27,"Male"
"pixel","Visa",26.68,"NE",10,"Carlishire","bus","auxiliary","Kim Schaefer","Books, Industrial & Baby",43169,"7-20-2021","19:55:36",2746073,"38635 Morar Lock",930.10,460627,"Practical Rubber Hat","Auer V",93.01,"Female"
2034964,"EWallet",2755843,"MT",6,"East Delfinaburgh","EXE",false,"Miss Elza Muller","Health, Books & Tools",58179,"8-29-2021","2:23:9","PNG","5944 Gregory Fall",495.78,384195,"Incredible Steel Pants","Parisian, Wolff and Gorczany",82.63,"Female"
76.27,"AMEX","cross-platform","NM",7,"East Ed",8.77,7536558,"Mavis Quitzon","Sports & Health",86123,"1-17-2021","13:12:52",8912190,"101 Prohaska Walks",83.37,159933,"Rustic Concrete Shirt","Larkin-McClure",11.91,"Male"
81.69,"Visa",false,"NJ",3,"New Blakeshire",80.39,false,"Jaqueline Stracke","Kids & Music",49405,"7-5-2021","11:11:50",8489825,"80583 Randi Mills",240.87,899080,"Gorgeous Cotton Hat","Wiegand-Tillman",80.29,"Female"
8968668,"Cash",86.14,"GA",9,"Felicitafort",4857913,44.94,"August Mohr","Computers",10302,"10-21-2021","7:30:56",true,"408 Tristian Dam",517.23,367933,"Practical Rubber Chair","Kuphal, Spencer and Blanda",57.47,"Female"
67.15,"EWallet",false,"AZ",5,"Port Sashaburgh","hard drive",4426134,"Mrs. Wendy Lang","Books",56876,"6-30-2021","10:46:57",85.97,"3927 Macejkovic Loaf",158.05,616385,"Ergonomic Wooden Hat","Larkin-McClure",31.61,"Male"
69.33,"Visa",5.31,"RI",3,"Oranbury",true,"connecting","Amya Brekke","Health",94698,"7-29-2021","12:16:46",false,"5140 McLaughlin Manors",42.75,305856,"Intelligent Rubber Shirt","Larkin-McClure",14.25,"Female"
13.29,"EWallet","back up","RI",1,"East Reba",72.68,6464421,"Willie Nikolaus","Games & Kids",26736,"7-5-2021","15:10:10",3718952,"3433 Evalyn Summit",22.71,619403,"Sleek Wooden Gloves","Parisian, Wolff and Gorczany",22.71,"Male"
false,"EWallet","navigate","WI",5,"Dedrickton",7856000,"open-source","Verner Yundt PhD","Computers, Home & Music",39662,"4-18-2021","9:54:13",61.10,"6910 Beth Wall",222.45,560284,"Sleek Plastic Hat","Kuphal, Spencer and Blanda",44.49,"Female"
"quantify","EWallet","wireless","SD",5,"Naderville",3251607,2419330,"Alivia Bergstrom","Movies, Beauty & Outdoors",37150,"9-22-2021","7:14:5","indexing","42812 Rosamond Common",417.90,255061,"Incredible Rubber Gloves","Larkin-McClure",83.58,"Male"
true,"Visa",false,"PA",8,"Jannieborough",true,19.85,"Chanel Hoeger","Beauty & Home",10960,"2-18-2021","18:36:45",486129,"564 Boris Centers",609.12,368763,"Fantastic Plastic Pants","Auer V",76.14,"Male"
true,"Visa",1119468,"SD",5,"Lucindabury",25.12,true,"Scottie Bogisich","Outdoors & Movies",97495,"9-6-2021","4:10:13","feed","5845 Chadd Motorway",32.20,500355,"Practical Cotton Computer","Kshlerin DDS",6.44,"Female"
"USB","AMEX",33.98,"NJ",4,"Port Pauline",false,8.75,"Ryann Simonis","Kids, Health & Jewelery",78887,"9-27-2021","8:41:53",32.42,"349 Crooks Tunnel",209.20,990083,"Small Granite Shoes","McClure, Block and Franecki",52.30,"Female"
true,"EWallet",true,"NC",8,"Bayermouth","compressing",30.99,"Geo Ledner","Shoes",85867,"3-22-2021","12:19:56",2289255,"2781 Susan Branch",735.84,583797,"Fantastic Plastic Table","Lakin, O'Connell and Monahan",91.98,"Female"
79.57,"MasterCard",false,"ME",7,"New Ashachester","COM",false,"Dock Stroman","Computers & Automotive",76789,"8-21-2021","1:51:48","capacitor","10721 Jaren Camp",381.78,219454,"Practical Wooden Car","Kuphal, Spencer and Blanda",54.54,"Female"
true,"EWallet","array","NM",10,"West Mayberg",60.46,2493930,"Miss Ena Hoppe","Automotive, Movies & Games",52627,"9-16-2021","14:56:11","ADP","48390 Hahn Locks",299.80,115175,"Intelligent Wooden Pants","Wiegand-Tillman",29.98,"Male"
"programming","MasterCard","multi-byte","UT",2,"Seanmouth",85.50,"transmit","Dessie Jacobson","Industrial & Clothing",39554,"9-18-2021","23:9:22",81.25,"9920 Schimmel Plaza",111.32,519188,"Intelligent Rubber Hat","McClure, Block and Franecki",55.66,"Male"
3334644,"EWallet",3386911,"NY",3,"Lake Aishaborough",true,true,"George Schneider","Jewelery & Sports",40020,"9-9-2021","20:46:8","indexing","946 Cruickshank Springs",239.73,672409,"Practical Plastic Table","Parisian, Wolff and Gorczany",79.91,"Male"
"THX","EWallet",52.23,"ID",4,"South Hilda",660405,77.83,"Vivienne Erdman","Music, Shoes & Health",31434,"6-23-2021","11:30:53",0.89,"7954 Wisoky Shoals",175.00,268874,"Gorgeous Steel Shirt","Considine PhD",43.75,"Male"
true,"Cash","matrix","SD",4,"Balistreriberg",1855507,false,"Ashlee Rau","Home, Baby & Automotive",35317,"8-23-2021","8:47:29",true,"99426 Kohler Fall",66.60,405679,"Ergonomic Plastic Pants","Kuphal, Spencer and Blanda",16.65,"Female"
88.28,"Visa",11.77,"ME",9,"New Marcelle",false,true,"Abdullah Eichmann","Outdoors & Computers",40095,"2-12-2021","13:9:52",58.18,"404 Donnelly Course",176.67,613072,"Fantastic Cotton Car","McClure, Block and Franecki",19.63,"Female"
true,"EWallet",true,"MI",7,"North Coby",false,95.26,"Neoma Schuster","Games",88728,"9-12-2021","20:20:1",false,"1401 Adrain Hills",46.97,538032,"Fantastic Wooden Table","Kuphal, Spencer and Blanda",6.71,"Male"
45.16,"AMEX",67.79,"SC",7,"Alenechester",true,6520406,"Estella Dach Sr.","Grocery, Garden & Movies",73447,"10-3-2021","20:1:26",true,"4171 Quigley Port",272.37,514240,"Fantastic Cotton Shirt","Lakin, O'Connell and Monahan",38.91,"Female"
40.18,"MasterCard",1811238,"MS",1,"New Norriston",26.41,true,"Carey Heathcote","Sports, Clothing & Movies",56848,"5-10-2021","13:41:39",133975,"42803 Vicente Turnpike",95.45,415832,"Rustic Rubber Car","McClure, Block and Franecki",95.45,"Female"
"neural","AMEX",8566579,"WV",9,"Lake Maci",4683370,"feed","Enid Leffler III","Tools",15980,"6-13-2021","1:55:50",true,"497 Bradtke Lake",462.06,216472,"Gorgeous Rubber Computer","Parisian, Wolff and Gorczany",51.34,"Female"
"bus","EWallet",true,"AK",10,"Marielaport",2667726,"indexing","Lucienne Grady V","Books & Computers",40494,"8-7-2021","5:30:32","hacking","42781 Griffin Cove",180.20,742908,"Fantastic Plastic Chair","McClure, Block and Franecki",18.02,"Male"
28.03,"Visa",90.41,"OR",3,"North Rodgerton",1835664,true,"Lucas Fisher","Clothing & Grocery",25407,"4-27-2021","16:57:59",7931941,"24780 Manley Lane",238.59,740853,"Ergonomic Cotton Gloves","Wiegand-Tillman",79.53,"Male"
"multi-byte","MasterCard",true,"LA",2,"Lake Maggie",true,false,"Rafael Walter","Music & Health",64557,"9-3-2021","3:19:3",true,"77694 Hallie Greens",122.46,333545,"Sleek Concrete Shirt","Kuphal, Spencer and Blanda",61.23,"Male"
94.19,"EWallet",false,"UT",2,"East Lue",89.96,false,"Watson Hammes","Jewelery & Home",16504,"9-10-2021","8:49:37",3066479,"5123 Bednar Loop",82.96,964452,"Awesome Concrete Gloves","Kuphal, Spencer and Blanda",41.48,"Male"
true,"Cash","solid state","LA",6,"Koelpinside",39.36,8157809,"Ms. Crystel Prosacco","Garden & Jewelery",66126,"9-22-2021","22:8:7",5248987,"33085 Kutch Crescent",34.86,874255,"Ergonomic Granite Car","Considine PhD",5.81,"Female"
116882,"EWallet",7921578,"MI",1,"Kemmertown","optical",7968350,"Lucinda Hahn","Home",45232,"11-15-2020","13:16:43",1811637,"91923 Wisoky Plain",50.18,499243,"Awesome Granite Shoes","McClure, Block and Franecki",50.18,"Female"
"TCP","Cash","capacitor","WV",4,"South Noble",98.72,"PCI","Jeffrey Swaniawski MD","Beauty & Movies",40823,"10-2-2021","11:51:13",82.09,"461 Noe Viaduct",83.32,526739,"Sleek Plastic Gloves","Kuphal, Spencer and Blanda",20.83,"Male"
