Date,monitor,Gender,PostalCode,Department,InvoiceId,Store,State,Total,CustomerName,Time,Address,protocol,ProductPrice,Product,Quantity,City,hard drive,port,sensor,PaymentType
"8-20-2021",false,"Female",30232,"Clothing, Electronics & Grocery",995252,"Kuphal, Spencer and Blanda","AR",267.36,"Odell Kuphal","22:10:27","219 Dave Greens",87.40,89.12,"Small Wooden Hat",3,"Port Emilyton",false,86.10,72.24,"MasterCard"
"9-17-2021",52.26,"Male",18691,"Movies",233908,"Armstrong, Strosin and Altenwerth","LA",603.00,"Ebony Waelchi","19:6:29","1136 Jacobs Wall",false,67.00,"Gorgeous Cotton Computer",9,"Lake Jaleelton",84.66,34.12,2238117,"AMEX"
"8-13-2021",false,"Female",43235,"Clothing, Beauty & Outdoors",825718,"Kuphal, Spencer and Blanda","WV",518.48,"Anjali Parker","4:24:18","6615 Howell Shoals",83.09,64.81,"Incredible Wooden Shirt",8,"Roweview",4861645,false,59.15,"Cash"
"10-5-2021",true,"Female",38196,"Shoes, Toys & Computers",545788,"Kshlerin DDS","VT",89.48,"Chesley Kuhn","10:33:13","28672 Seamus Tunnel",3240464,89.48,"Sleek Steel Computer",1,"Kosston",40.57,true,"programming","Cash"
"9-8-2021","parse","Male",88893,"Beauty, Industrial & Music",828234,"Larkin-McClure","PA",35.56,"Ms. Carlo Zemlak","20:37:38","581 Walsh Crescent",2.44,5.08,"Ergonomic Cotton Gloves",7,"Cristinafort","compress",25.32,917113,"Cash"
"10-25-2021",5552356,"Female",19550,"Home",548120,"Kuphal, Spencer and Blanda","MN",894.10,"Miss John Bergnaum","13:44:39","1674 Maximo Summit","navigating",89.41,"Gorgeous Rubber Table",10,"Port Mortimer",4232871,"AGP",83.00,"Cash"
"9-19-2021",6865487,"Male",59141,"Outdoors",649339,"Considine PhD","OK",203.07,"Ms. Keaton Watsica","8:53:16","83724 Ledner Hollow","back up",67.69,"Rustic Granite Chair",3,"East Maybelleborough",33071,"mobile",8607807,"MasterCard"
"6-16-2021","PNG","Female",37336,"Computers",843438,"McClure, Block and Franecki","VT",159.16,"Victoria Dicki II","14:1:17","61061 Audie Parkways","SDD",39.79,"Gorgeous Concrete Table",4,"Lake Abbey",3581219,53.07,3.02,"Cash"
"4-22-2021",true,"Female",10979,"Shoes & Computers",511072,"Kshlerin DDS","FL",569.00,"Cordell Welch","10:2:15","2124 Aracely Garden",true,56.90,"Fantastic Steel Pants",10,"East Precioustown",85.22,"program","indexing","AMEX"
"7-16-2021","IB","Female",21738,"Beauty & Tools",491144,"Kuphal, Spencer and Blanda","NM",413.94,"Bethel Hackett","23:43:29","9884 Elisha Harbors",60.37,68.99,"Rustic Wooden Car",6,"Lake Nolan",83.82,true,"virtual","Visa"
"9-28-2021",true,"Male",15142,"Health, Kids & Movies",109724,"Kuphal, Spencer and Blanda","MO",87.70,"Dr. Rosella Becker","1:8:29","9031 Leonel Points",81.99,87.70,"Incredible Cotton Computer",1,"Markuston",true,68.58,3073171,"EWallet"
"9-16-2021",false,"Male",18740,"Electronics & Grocery",470574,"Armstrong, Strosin and Altenwerth","FL",44.20,"Gabriella Schmitt I","1:38:18","819 Verona Square",96.55,8.84,"Small Rubber Gloves",5,"Creolachester",508048,"open-source",false,"AMEX"
"10-18-2021","1080p","Female",23970,"Toys & Baby",404536,"McClure, Block and Franecki","SD",11.04,"Opal Wehner","21:55:5","839 Anjali Stream","backing up",11.04,"Sleek Wooden Car",1,"Jonathonchester",73.73,"hack",false,"Visa"
"10-19-2021",49.12,"Male",47758,"Home, Toys & Movies",518152,"Larkin-McClure","NV",61.39,"Kane Kilback","5:21:14","46576 Alysson Locks",true,8.77,"Incredible Steel Table",7,"Araborough",3083647,"protocol",8229175,"EWallet"
"10-2-2021",1586592,"Female",85295,"Clothing",126931,"Parisian, Wolff and Gorczany","NJ",80.44,"Mohammad Oberbrunner","0:16:21","45749 Sandrine Crossroad",true,80.44,"Sleek Granite Hat",1,"New Malloryburgh","connect",45.52,"hard drive","AMEX"
"5-17-2021",true,"Female",88024,"Automotive, Games & Kids",573799,"Armstrong, Strosin and Altenwerth","NE",374.28,"Dr. Lavonne Boehm","4:31:7","144 Eusebio Lane",false,62.38,"Awesome Granite Pants",6,"Sabinaton",false,false,true,"EWallet"
"10-25-2021",true,"Male",57059,"Tools, Games & Garden",907324,"Larkin-McClure","DE",479.34,"Magnus Hermann","4:15:55","5004 Mary Park","calculating",53.26,"Awesome Wooden Table",9,"Clevemouth",18.86,true,71.47,"Visa"
"10-24-2021",false,"Male",34471,"Kids & Health",945586,"Parisian, Wolff and Gorczany","MI",90.10,"Talia Dare","0:48:15","2867 Martina Points",true,45.05,"Practical Rubber Gloves",2,"North Willa",16.70,true,false,"EWallet"
"10-18-2021",true,"Female",50530,"Music, Computers & Health",777045,"Wiegand-Tillman","PA",505.82,"Dr. Johnson Koss","22:9:30","849 Aracely Ville",42.82,72.26,"Gorgeous Wooden Hat",7,"East Laurenceview",1699212,false,28.34,"Visa"
"10-17-2021",false,"Male",88457,"Automotive",618948,"Parisian, Wolff and Gorczany","SD",527.92,"Stacey Miller DVM","8:39:53","95531 Leo Villages","calculating",65.99,"Awesome Cotton Chair",8,"South Wiltonland",false,"navigate",true,"MasterCard"
"7-7-2021",6822840,"Male",59377,"Automotive",162342,"Considine PhD","MT",201.21,"Camille Homenick","16:49:44","591 Fausto Islands","wireless",67.07,"Incredible Concrete Shirt",3,"Abernathyborough","SMTP","pixel",9027586,"EWallet"
"5-20-2021","compress","Male",23146,"Kids & Grocery",672365,"Lakin, O'Connell and Monahan","NV",126.50,"Virginia Mraz","5:49:0","89441 Cordie Harbors",1123027,63.25,"Incredible Wooden Chair",2,"Sengerton","RAM","copying","backing up","EWallet"
"7-1-2021","auxiliary","Female",95237,"Shoes",788343,"McClure, Block and Franecki","OK",401.60,"Lorena Willms","21:17:5","99850 Hollis Points",false,80.32,"Fantastic Cotton Chair",5,"Feesthaven",9106100,false,false,"MasterCard"
"6-12-2021",30.08,"Female",45979,"Clothing",899802,"Auer V","TX",159.62,"Lenore Kreiger","15:48:32","934 Stanton Walks",1498121,79.81,"Incredible Steel Hat",2,"Gutkowskiton",96.10,"AI",46.00,"AMEX"
"7-6-2021",6984798,"Male",51481,"Sports, Music & Home",435843,"Armstrong, Strosin and Altenwerth","NV",281.44,"Dr. Virginia Klocko","11:35:6","474 Dawn Crossroad",true,35.18,"Small Cotton Pants",8,"East Genesis",31.10,80.86,false,"Cash"
"10-22-2021",false,"Female",16413,"Grocery & Jewelery",538607,"McClure, Block and Franecki","MA",127.30,"Terence Wilderman","19:48:28","92699 Bartoletti Fork",29.46,12.73,"Sleek Cotton Chair",10,"North Norma",52.90,false,5.14,"Visa"
"5-23-2021",false,"Female",36249,"Sports, Computers & Music",376849,"Auer V","UT",664.56,"River Krajcik","2:41:58","3595 Audreanne Lodge",77.57,83.07,"Awesome Granite Shirt",8,"Glenstad",86.53,76.38,27.00,"Cash"
"6-23-2021","quantifying","Male",46041,"Kids, Toys & Tools",926970,"Auer V","ID",343.90,"Manley Stark","9:51:18","537 Earl Place",3379056,34.39,"Ergonomic Plastic Pants",10,"North Cynthiachester",7627276,1375341,"AGP","Visa"
"1-8-2021","haptic","Female",13442,"Clothing",243983,"Wiegand-Tillman","NY",767.70,"Bertha Lueilwitz","19:52:35","49446 Mafalda Greens",63.89,76.77,"Small Concrete Car",10,"Bergemouth",1426589,"bus",false,"MasterCard"
"5-26-2021","navigating","Female",19019,"Kids",244577,"Kuphal, Spencer and Blanda","HI",203.40,"Carson Stiedemann","7:42:9","63394 Konopelski Burg",95.34,50.85,"Small Concrete Pants",4,"Othoburgh","hacking","pixel",41.24,"EWallet"
"2-17-2021",4166428,"Male",10763,"Clothing, Electronics & Garden",665544,"Wiegand-Tillman","NV",832.68,"Dr. Lennie Borer","1:20:36","652 Lebsack Center",2919366,92.52,"Awesome Granite Chair",9,"Manuelamouth","virtual",89.04,1480801,"Visa"
"9-14-2021",27.88,"Female",68203,"Baby & Shoes",577948,"Larkin-McClure","ME",618.21,"Charlene Upton II","22:18:19","4233 Clovis Centers",98.03,68.69,"Fantastic Rubber Pants",9,"Reingerstad",47.82,false,false,"Cash"
"10-8-2021",true,"Female",85475,"Music & Kids",209785,"Considine PhD","HI",564.55,"Earnest Grady DDS","0:39:21","5449 Theron Harbor",46.45,80.65,"Incredible Steel Chair",7,"Lake Helena",82.77,false,96.36,"AMEX"
"10-18-2021",11.29,"Male",31760,"Health",328172,"Lakin, O'Connell and Monahan","CA",317.16,"Ms. Adaline Howe","1:16:10","617 Johanna Park",81.23,79.29,"Incredible Concrete Car",4,"North Zettafort",false,94.73,57.68,"Cash"
"10-6-2021",73.08,"Female",31420,"Electronics, Books & Sports",483547,"Wiegand-Tillman","PA",338.36,"Ebony Flatley","17:46:46","67297 Brown Valleys",33.17,84.59,"Incredible Plastic Chair",4,"MacGyverport",false,28.92,"RSS","Cash"
"6-15-2021",false,"Female",34039,"Outdoors, Industrial & Music",804856,"Armstrong, Strosin and Altenwerth","OK",36.90,"Dr. Candace Conroy","18:30:25","46898 June Valleys",true,6.15,"Ergonomic Steel Hat",6,"West Kimberlystad",2445124,"connect",49.04,"Cash"
"10-13-2021",4982323,"Male",49862,"Music",455432,"Considine PhD","OR",180.96,"Mr. Lou Daniel","15:45:24","680 Smitham Glens","quantifying",45.24,"Rustic Plastic Gloves",4,"North Juwanport",7457946,"wireless",2467791,"AMEX"
"7-30-2021","cross-platform","Female",98816,"Toys, Sports & Kids",818984,"Considine PhD","PA",7.91,"Annabelle Parker Sr.","21:39:33","3699 Wisoky Knolls","card",7.91,"Fantastic Steel Shoes",1,"Lake Darwin","pixel",true,5414044,"Visa"
"8-19-2021","programming","Female",10144,"Books & Beauty",645460,"Auer V","VT",403.80,"Ottis Ziemann I","9:12:4","4869 Moore Keys",88.78,67.30,"Practical Cotton Chair",6,"North Javier","system",7693993,65.06,"AMEX"
"5-31-2021",721001,"Female",52447,"Toys & Games",825547,"Kuphal, Spencer and Blanda","OK",753.92,"Alexander Cartwright","11:54:5","198 Alfredo Fall",true,94.24,"Gorgeous Cotton Shoes",8,"Narcisotown",49.72,true,"circuit","EWallet"
"5-20-2021","XML","Male",23856,"Baby, Tools & Kids",689600,"Parisian, Wolff and Gorczany","AR",474.84,"Erica Flatley Jr.","22:35:59","97726 Blaise Expressway",false,79.14,"Ergonomic Wooden Computer",6,"Port Kaylah",false,34.54,94.18,"EWallet"
"10-23-2021",7681879,"Male",55296,"Baby",853014,"Kuphal, Spencer and Blanda","NV",141.30,"Vicky Hansen","0:22:19","997 Zack Pine",42.83,15.70,"Fantastic Granite Car",9,"Eltonport",79.20,true,true,"AMEX"
"6-14-2021",35.45,"Male",58723,"Tools, Movies & Jewelery",667091,"Parisian, Wolff and Gorczany","CT",326.90,"Ronaldo Luettgen","10:3:54","986 Cummerata Court",false,65.38,"Intelligent Rubber Gloves",5,"South Justusside",true,"AGP",664282,"MasterCard"
"7-28-2021",false,"Female",72767,"Outdoors, Movies & Electronics",208092,"Armstrong, Strosin and Altenwerth","LA",348.64,"Brian Terry","18:38:46","214 Yazmin Place",73.12,43.58,"Practical Rubber Pants",8,"Haliefort",false,"circuit",48.81,"AMEX"
"9-28-2021","USB","Female",17587,"Outdoors & Beauty",397601,"Parisian, Wolff and Gorczany","VA",758.60,"Tyrel King DDS","23:3:53","910 Brakus Estate",97.47,75.86,"Fantastic Cotton Chair",10,"Kylatown",33.23,957531,7558568,"MasterCard"
"7-16-2021",3872803,"Female",86839,"Electronics",241796,"Armstrong, Strosin and Altenwerth","KY",254.52,"Fay Strosin","0:22:11","78956 Halvorson Causeway","programming",63.63,"Practical Rubber Chair",4,"Leuschkestad","synthesizing",false,"calculating","Cash"
"10-14-2021","RAM","Female",24940,"Kids & Clothing",586840,"Lakin, O'Connell and Monahan","MI",366.90,"Dr. Earnestine Anderson","1:8:20","494 Dach Lodge",54.15,61.15,"Rustic Cotton Shoes",6,"Israelport",50.25,4250245,3545035,"EWallet"
"9-22-2021",true,"Female",35103,"Electronics & Grocery",929700,"Lakin, O'Connell and Monahan","MD",41.84,"Linda Corkery","10:46:48","254 Pierce Ridges",22.27,10.46,"Rustic Steel Shirt",4,"South Juvenalburgh","HTTP",54.67,17.63,"Cash"
"4-17-2021",30.75,"Female",44348,"Movies",722592,"Considine PhD","NC",646.24,"Mr. Jaeden Harber","0:51:5","617 Johnston View",true,80.78,"Intelligent Granite Chair",8,"Port Fernfurt",true,false,false,"Cash"
"8-9-2021",true,"Male",42329,"Kids, Games & Sports",987218,"Kuphal, Spencer and Blanda","CO",180.18,"Vincenzo Osinski Sr.","17:1:40","2382 Kutch Trafficway",34.80,25.74,"Incredible Concrete Computer",7,"Mayville",true,48.03,true,"Cash"
"8-28-2021",true,"Male",11447,"Movies",355117,"Kshlerin DDS","WI",116.20,"Coty Bayer","10:30:36","6203 Antone Ports",30.10,29.05,"Ergonomic Concrete Car",4,"East Kaelamouth",53.16,"program",78.89,"EWallet"
"10-16-2021",58.10,"Male",12033,"Music, Home & Grocery",952176,"Parisian, Wolff and Gorczany","VT",237.48,"Mr. Cathrine Stanton","16:5:56","25710 Borer Wall","navigating",59.37,"Awesome Plastic Table",4,"North Noemie","navigating",false,73.60,"EWallet"
"5-23-2021","navigating","Male",57014,"Grocery & Beauty",248347,"Armstrong, Strosin and Altenwerth","NE",14.38,"Mr. Mac Lehner","12:15:4","67465 Isaiah Field",false,14.38,"Rustic Wooden Gloves",1,"South Simone","compress","navigating",true,"Cash"
"9-25-2021","quantifying","Male",22853,"Beauty & Games",104845,"Wiegand-Tillman","WA",20.20,"Miss Troy Fay","15:10:25","206 Eloisa Radial","SAS",2.02,"Fantastic Concrete Gloves",10,"South Della",3668324,8591770,1410029,"AMEX"
"8-7-2021",7267719,"Male",99464,"Shoes",619648,"Armstrong, Strosin and Altenwerth","ME",359.82,"Floy Kling","6:42:18","495 Brekke Causeway",3996453,39.98,"Intelligent Cotton Chair",9,"Edwardoville","navigating",201123,true,"AMEX"
"10-21-2021","SDD","Female",78816,"Sports",856056,"Larkin-McClure","NY",42.30,"Golden Kirlin","7:2:52","28581 Shanelle Underpass",5322555,4.70,"Sleek Concrete Gloves",9,"Oberbrunnerport",false,"quantifying",32.44,"AMEX"
"10-14-2021",5621900,"Male",61284,"Books & Jewelery",313054,"Considine PhD","GA",159.42,"Avery Yundt","23:29:32","1822 Samara Lights",1563924,53.14,"Practical Rubber Table",3,"Gordonberg",false,40.55,91.59,"Cash"
"10-14-2021",79.78,"Female",29462,"Movies, Tools & Beauty",428774,"McClure, Block and Franecki","PA",97.05,"Ms. Julius Mraz","16:37:9","73881 Chance Rue",false,97.05,"Rustic Concrete Shoes",1,"North Sylvanchester",99.72,62.85,9126989,"AMEX"
"8-1-2021",true,"Male",95586,"Automotive, Industrial & Home",621620,"Larkin-McClure","TX",141.45,"Rosalind Lesch","13:42:30","262 Adah Plaza",98.16,28.29,"Fantastic Concrete Shirt",5,"East Roseshire",34.48,true,47.68,"MasterCard"
"6-30-2021","AI","Female",33472,"Tools & Garden",391443,"Kuphal, Spencer and Blanda","IA",179.60,"Jaime Greenfelder","9:44:25","5573 Koepp Harbors",96.75,22.45,"Fantastic Granite Computer",8,"Kubmouth",false,92.72,"TCP","MasterCard"
"8-26-2021",34.69,"Female",13252,"Home",159517,"Parisian, Wolff and Gorczany","WA",159.35,"Verna Zulauf","10:24:21","157 Diego Neck",4.33,31.87,"Incredible Wooden Hat",5,"Rippinborough",808659,90.96,"XML","Visa"
"6-17-2021",1313318,"Female",15847,"Kids, Grocery & Outdoors",940767,"Parisian, Wolff and Gorczany","MI",928.50,"Adan Graham","15:10:59","235 Heller Shores",4030158,92.85,"Practical Rubber Shirt",10,"South Schuylershire","GB",4090757,"online","AMEX"
"9-7-2021",2941583,"Female",56845,"Computers & Industrial",761941,"Considine PhD","UT",104.10,"Jayden Stehr","5:22:5","74926 Greenfelder Mews",5225243,10.41,"Rustic Plastic Chair",10,"Kennedyville","PNG","FTP","programming","Cash"
"8-19-2021",3481678,"Male",26998,"Kids, Games & Computers",260254,"Considine PhD","MS",248.64,"Brett Hane","0:2:35","77386 Wilford Causeway",2934058,62.16,"Gorgeous Wooden Pants",4,"New Antonetteside","interface",true,"FTP","EWallet"
"7-24-2021",2564353,"Male",88515,"Beauty & Computers",710708,"Auer V","AR",615.10,"Alyce Johns","22:50:32","6390 Erick Cove",true,61.51,"Intelligent Rubber Pants",10,"Heidenreichbury",false,8262745,true,"Visa"
"8-21-2021","auxiliary","Female",83185,"Grocery",422518,"Wiegand-Tillman","OH",38.63,"Juwan Franecki","3:19:20","4464 Casper Ramp",7099450,38.63,"Practical Rubber Table",1,"East Brigitte",true,74.70,24.46,"AMEX"
"6-21-2021",47.83,"Female",39698,"Beauty & Baby",948199,"McClure, Block and Franecki","WV",327.36,"Lafayette Fahey","20:50:34","287 Schaden Island","copy",54.56,"Intelligent Steel Pants",6,"South Edwin",5913270,3.68,true,"Visa"
"1-10-2021",true,"Male",58270,"Industrial, Baby & Outdoors",463116,"Kuphal, Spencer and Blanda","NY",821.90,"Dr. Glenda Boyer","16:38:19","4531 Lubowitz Pike",8863040,82.19,"Gorgeous Plastic Gloves",10,"New Lilyan",2031423,"transmitter","reboot","EWallet"
"9-3-2021",1387856,"Female",78668,"Baby",850272,"Lakin, O'Connell and Monahan","NY",20.43,"Rodrick Dicki","22:51:35","26345 Mante Fort",3.48,6.81,"Intelligent Granite Computer",3,"Brownmouth",39.00,4807959,1793663,"Cash"
"10-25-2021","SSL","Female",98247,"Electronics & Toys",946686,"Considine PhD","SC",243.40,"Cassie Koepp","11:16:20","647 Marks Plains",false,48.68,"Awesome Concrete Hat",5,"South Jayside","compressing",24.23,4021227,"MasterCard"
"3-13-2021",9448196,"Male",69029,"Industrial, Computers & Electronics",357342,"Armstrong, Strosin and Altenwerth","NC",195.48,"Miss Brooke Christiansen","18:3:27","318 Zola Vista","compress",97.74,"Practical Cotton Table",2,"Lake Dedric","auxiliary",false,1045816,"EWallet"
"5-13-2021",2777619,"Female",12865,"Music & Industrial",959860,"Parisian, Wolff and Gorczany","WY",36.51,"Deion Wiegand","18:57:12","6630 Bud Junction","generate",12.17,"Fantastic Concrete Car",3,"Waldoland",13.86,77.12,7456065,"Cash"
"4-2-2021",true,"Female",55601,"Music, Tools & Industrial",663180,"Wiegand-Tillman","WA",307.00,"Francisca Little","5:1:1","3320 Hattie Branch",true,30.70,"Awesome Rubber Pants",10,"East Kyleighborough",75.91,false,0.82,"AMEX"
"10-10-2021",1637444,"Female",44225,"Games, Baby & Kids",151063,"Parisian, Wolff and Gorczany","PA",71.20,"David Auer","1:25:50","829 Paolo View",10.82,7.12,"Ergonomic Granite Hat",10,"Ruthieburgh",46.35,false,false,"Cash"
"9-21-2021",true,"Male",67065,"Movies",278956,"Armstrong, Strosin and Altenwerth","CA",216.09,"Alexa Gleichner","17:20:4","90410 Padberg Stream",45.79,30.87,"Sleek Plastic Hat",7,"Lake Eulamouth",false,31.63,false,"MasterCard"
"7-13-2021",true,"Female",86022,"Beauty",361078,"Armstrong, Strosin and Altenwerth","NV",542.97,"Deanna Hills","0:59:52","2026 Osvaldo Isle",67.30,60.33,"Intelligent Wooden Car",9,"Schmidtmouth",2.87,false,52.72,"EWallet"
"6-9-2021",false,"Male",72376,"Grocery, Toys & Jewelery",723147,"Armstrong, Strosin and Altenwerth","MS",540.84,"Terrence Herman","9:44:13","4056 Aryanna Fords",7131709,90.14,"Awesome Cotton Table",6,"Margarettatown","THX",1958429,"backing up","Visa"
"4-28-2021",53.84,"Female",76495,"Grocery",958216,"Parisian, Wolff and Gorczany","ND",25.50,"Mrs. Andreanne Abernathy","15:44:11","1687 Nolan Trafficway",2109323,12.75,"Practical Wooden Computer",2,"Kariview",5227179,"microchip",1710753,"Visa"
"9-16-2021",2395105,"Female",82184,"Shoes, Sports & Jewelery",708398,"Kshlerin DDS","FL",302.32,"Shane Conroy IV","20:20:45","9700 Yost Wall","port",75.58,"Intelligent Granite Gloves",4,"North Jacinthe",false,"compressing",true,"AMEX"
"9-27-2021","reboot","Female",73032,"Health, Music & Books",810031,"Parisian, Wolff and Gorczany","NM",62.22,"Forest Aufderhar","18:5:52","1577 Blick Street",false,31.11,"Practical Rubber Shirt",2,"Port Tanner","calculating",9044072,29.63,"Visa"
"2-14-2021",1941050,"Male",37459,"Automotive",573650,"Armstrong, Strosin and Altenwerth","AL",434.61,"Dario Torphy","11:43:26","161 Jakayla Gateway",2307086,48.29,"Intelligent Steel Car",9,"Port Marielleburgh",2278941,"protocol",36.68,"Cash"
"10-2-2021",76.36,"Female",24659,"Movies, Music & Beauty",722517,"Kshlerin DDS","WA",231.35,"Jeanne Berge","13:35:59","36496 Hailee Junctions","open-source",46.27,"Fantastic Plastic Table",5,"Howetown","input",45.54,35.28,"EWallet"
"9-12-2021",11.19,"Male",54594,"Clothing & Computers",103326,"McClure, Block and Franecki","MS",80.42,"Jordyn Hessel","4:8:53","347 Serena Underpass",false,80.42,"Practical Granite Computer",1,"New Kennithbury",true,true,true,"EWallet"
"7-14-2021",33.27,"Female",92986,"Games",378502,"Considine PhD","MD",561.54,"George Crona","21:45:27","92026 Lebsack Run",78.67,93.59,"Incredible Rubber Car",6,"Katheryntown",true,false,98.09,"Cash"
"6-7-2021","PNG","Female",34851,"Baby",288458,"Kshlerin DDS","AZ",42.48,"Nestor Will Jr.","21:56:41","88042 Lakin Extensions",7806957,14.16,"Sleek Cotton Chair",3,"Manteshire",7512976,"GB","index","Cash"
"8-14-2021",true,"Female",93086,"Industrial",449677,"Lakin, O'Connell and Monahan","HI",12.24,"Sharon Bartell","10:5:45","98346 Jensen Gardens","cross-platform",4.08,"Sleek Granite Table",3,"Buckridgeborough",true,"PNG",64.41,"Visa"
"7-13-2021","programming","Female",58391,"Outdoors, Tools & Home",569313,"Kuphal, Spencer and Blanda","NY",107.31,"Geovany Erdman DDS","7:28:7","1504 Fadel Hills",true,15.33,"Practical Steel Table",7,"Stanleyland",4216336,6765081,"hack","EWallet"
